route,bicycling,driving_best_guess,transit,walking,best,origin_ine_code,destination_ine_code,workers_count
28013 - 28903,16475,3478,5820,55329,más de 30 min,28013,28903,52
28014 - 28002,6366,1538,5084,22664,driving_best_guess,28014,28002,20
28014 - 28004,11627,2694,NA,41734,más de 30 min,28014,28004,5
28014 - 28005,5365,2028,4004,17381,más de 30 min,28014,28005,441
28014 - 28006,8064,1777,5607,30453,driving_best_guess,28014,28006,187
28014 - 28007,8425,1999,5609,29641,más de 30 min,28014,28007,82
28014 - 28009,8426,2066,6884,28949,más de 30 min,28014,28009,16
28014 - 28010,16541,3444,7724,56571,más de 30 min,28014,28010,1
28014 - 28011,6421,1706,NA,20657,driving_best_guess,28014,28011,3
28014 - 28013,7181,2719,6704,27377,más de 30 min,28014,28013,26
28014 - 28014,0,9,0,0,walking,28014,28014,7385
28014 - 28015,10230,2476,NA,36465,más de 30 min,28014,28015,9
28014 - 28019,6705,1503,NA,20759,driving_best_guess,28014,28019,4
28014 - 28022,10545,2083,8893,35389,más de 30 min,28014,28022,38
28014 - 28023,18910,3472,NA,57638,más de 30 min,28014,28023,2
28014 - 28025,7947,2254,NA,25949,más de 30 min,28014,28025,2
28014 - 28027,19944,3472,11367,68598,más de 30 min,28014,28027,1
28014 - 28028,20674,4506,NA,63093,más de 30 min,28014,28028,2
28014 - 28031,21309,4975,NA,75074,más de 30 min,28014,28031,1
28014 - 28032,7077,1850,6044,23236,más de 30 min,28014,28032,16
28014 - 28033,2318,677,NA,6041,driving_best_guess,28014,28033,154
28014 - 28035,5233,1687,NA,17105,driving_best_guess,28014,28035,5
28014 - 28036,8361,2137,NA,30464,más de 30 min,28014,28036,1
28014 - 28040,4720,2239,6044,17896,más de 30 min,28014,28040,60
28014 - 28041,7418,1901,6524,26131,más de 30 min,28014,28041,1
28014 - 28042,17845,3448,10230,60367,más de 30 min,28014,28042,2
28014 - 28043,7822,1677,NA,21295,driving_best_guess,28014,28043,6
28014 - 28044,14972,3368,NA,48078,más de 30 min,28014,28044,1
28014 - 28045,15202,2877,21004,45305,más de 30 min,28014,28045,10
28014 - 28047,15539,3113,6944,52999,más de 30 min,28014,28047,4
28014 - 28049,4315,1462,2744,14856,driving_best_guess,28014,28049,269
28014 - 28052,7123,1792,NA,18522,driving_best_guess,28014,28052,8
28014 - 28053,6931,1902,5324,24329,más de 30 min,28014,28053,10
28014 - 28055,7931,1989,NA,26934,más de 30 min,28014,28055,9
28014 - 28058,7751,1849,5444,27586,más de 30 min,28014,28058,83
28014 - 28059,8719,2253,7827,31876,más de 30 min,28014,28059,7
28014 - 28060,8507,1587,NA,27321,driving_best_guess,28014,28060,2
28014 - 28061,14862,3385,7767,48933,más de 30 min,28014,28061,1
28014 - 28065,5941,1809,4724,21792,más de 30 min,28014,28065,243
28014 - 28066,9643,2311,NA,32455,más de 30 min,28014,28066,17
28014 - 28067,18770,3190,11187,54785,más de 30 min,28014,28067,4
28014 - 28073,8241,2114,5624,29331,más de 30 min,28014,28073,24
28014 - 28074,6999,1861,5024,24971,más de 30 min,28014,28074,100
28014 - 28075,2407,840,NA,7643,driving_best_guess,28014,28075,132
28014 - 28079,7125,2083,3464,22337,más de 30 min,28014,28079,215
28014 - 28079-01,6697,2111,4217,22302,más de 30 min,28014,28079-01,413
28014 - 28079-02,5982,1490,5642,22025,driving_best_guess,28014,28079-02,257
28014 - 28079-03,6490,1494,4324,20549,driving_best_guess,28014,28079-03,469
28014 - 28079-04,6995,1934,4243,22291,más de 30 min,28014,28079-04,518
28014 - 28079-05,7796,1692,5268,24849,driving_best_guess,28014,28079-05,591
28014 - 28079-06,7816,2088,5361,25214,más de 30 min,28014,28079-06,344
28014 - 28079-07,7793,2164,5207,24210,más de 30 min,28014,28079-07,308
28014 - 28079-08,9559,2437,NA,34481,más de 30 min,28014,28079-08,352
28014 - 28079-09,7450,1875,7857,26617,más de 30 min,28014,28079-09,275
28014 - 28079-10,7096,1973,4527,24810,más de 30 min,28014,28079-10,86
28014 - 28079-11,7239,1853,5810,24315,más de 30 min,28014,28079-11,146
28014 - 28079-12,5936,1744,5305,21846,driving_best_guess,28014,28079-12,85
28014 - 28079-13,5133,1490,3604,18741,driving_best_guess,28014,28079-13,191
28014 - 28079-14,5928,1265,3915,19039,driving_best_guess,28014,28079-14,107
28014 - 28079-15,6837,1433,5747,21883,driving_best_guess,28014,28079-15,295
28014 - 28079-16,7848,1583,5056,24097,driving_best_guess,28014,28079-16,259
28014 - 28079-17,5773,1810,4897,20754,más de 30 min,28014,28079-17,147
28014 - 28079-18,3818,986,3974,13606,driving_best_guess,28014,28079-18,307
28014 - 28079-19,4607,1353,3580,16076,driving_best_guess,28014,28079-19,70
28014 - 28079-20,6155,1593,5613,20084,driving_best_guess,28014,28079-20,486
28014 - 28079-21,7225,1651,6666,20749,driving_best_guess,28014,28079-21,283
28014 - 28080,10313,2467,8787,35619,más de 30 min,28014,28080,38
28014 - 28083,7474,1998,6305,24915,más de 30 min,28014,28083,12
28014 - 28084,2397,963,NA,8741,driving_best_guess,28014,28084,113
28014 - 28085,19443,3691,NA,60040,más de 30 min,28014,28085,1
28014 - 28089,8830,2098,NA,31654,más de 30 min,28014,28089,5
28014 - 28090,19306,3513,NA,56612,más de 30 min,28014,28090,3
28014 - 28091,2599,880,NA,8023,driving_best_guess,28014,28091,65
28014 - 28092,8885,2344,6278,32303,más de 30 min,28014,28092,40
28014 - 28093,21701,NA,NA,63793,más de 30 min,28014,28093,3
28014 - 28096,12134,2588,7733,43822,más de 30 min,28014,28096,12
28014 - 28100,5131,1447,NA,16092,driving_best_guess,28014,28100,17
28014 - 28101,6265,1698,NA,19143,driving_best_guess,28014,28101,1
28014 - 28102,5499,1541,NA,17804,driving_best_guess,28014,28102,8
28014 - 28104,6270,1615,6224,21399,driving_best_guess,28014,28104,24
28014 - 28106,7503,1862,5869,25681,más de 30 min,28014,28106,39
28014 - 28108,12610,2646,8727,46146,más de 30 min,28014,28108,1
28014 - 28109,20691,4035,10539,68466,más de 30 min,28014,28109,1
28014 - 28110,2968,908,NA,9614,driving_best_guess,28014,28110,31
28014 - 28111,7142,2216,NA,23062,más de 30 min,28014,28111,1
28014 - 28113,6288,1519,5444,20469,driving_best_guess,28014,28113,81
28014 - 28115,8802,2251,6284,30704,más de 30 min,28014,28115,129
28014 - 28121,14696,2878,11247,52085,más de 30 min,28014,28121,2
28014 - 28123,2404,792,1620,8511,transit,28014,28123,1040
28014 - 28125,20306,4334,8624,65420,más de 30 min,28014,28125,2
28014 - 28127,10804,2344,5924,36868,más de 30 min,28014,28127,112
28014 - 28128,22779,5001,NA,79463,más de 30 min,28014,28128,1
28014 - 28129,10636,2293,7587,41713,más de 30 min,28014,28129,4
28014 - 28130,3424,1171,4730,12875,driving_best_guess,28014,28130,161
28014 - 28131,18604,4032,8144,58598,más de 30 min,28014,28131,1
28014 - 28132,3141,1422,NA,12462,driving_best_guess,28014,28132,29
28014 - 28133,22579,4467,11084,73386,más de 30 min,28014,28133,1
28014 - 28134,7506,2055,7536,31944,más de 30 min,28014,28134,110
28014 - 28140,10101,2317,NA,34413,más de 30 min,28014,28140,1
28014 - 28141,12636,2900,NA,46018,más de 30 min,28014,28141,2
28014 - 28144,17014,3028,NA,53527,más de 30 min,28014,28144,2
28014 - 28146,3616,1223,NA,11705,driving_best_guess,28014,28146,10
28014 - 28148,4446,1424,3224,15106,driving_best_guess,28014,28148,304
28014 - 28149,8707,1903,6704,28543,más de 30 min,28014,28149,3
28014 - 28152,13303,2738,9885,45815,más de 30 min,28014,28152,2
28014 - 28154,3409,1155,6584,11172,driving_best_guess,28014,28154,48
28014 - 28155,6672,1961,NA,21468,más de 30 min,28014,28155,3
28014 - 28156,9070,3046,6584,31146,más de 30 min,28014,28156,2
28014 - 28157,5498,1290,NA,17172,driving_best_guess,28014,28157,2
28014 - 28161,5431,1613,5744,19559,driving_best_guess,28014,28161,61
28014 - 28165,3570,1047,NA,11040,driving_best_guess,28014,28165,42
28014 - 28167,1709,807,NA,6165,bicycling,28014,28167,107
28014 - 28170,7170,2061,NA,20914,más de 30 min,28014,28170,1
28014 - 28172,5338,1576,7046,17837,driving_best_guess,28014,28172,15
28014 - 28176,13106,3008,10664,44321,más de 30 min,28014,28176,2
28014 - 28177,12463,3027,7712,43404,más de 30 min,28014,28177,3
28014 - 28179,5231,1388,NA,16407,driving_best_guess,28014,28179,6
28014 - 28180,6412,1344,NA,18411,driving_best_guess,28014,28180,60
28014 - 28181,10631,2332,6801,35886,más de 30 min,28014,28181,42
28014 - 28901,17752,3224,10647,61691,más de 30 min,28014,28901,1
28014 - 28903,12743,2180,5504,38265,más de 30 min,28014,28903,83
28015 - 28002,13554,2555,NA,44620,más de 30 min,28015,28002,5
28015 - 28004,2908,1080,NA,9518,driving_best_guess,28015,28004,74
28015 - 28005,13839,3142,NA,45756,más de 30 min,28015,28005,65
28015 - 28006,11022,2185,NA,33931,más de 30 min,28015,28006,160
28015 - 28007,3123,990,NA,9220,driving_best_guess,28015,28007,559
28015 - 28008,6011,1702,NA,21845,driving_best_guess,28015,28008,3
28015 - 28009,14283,2901,NA,44615,más de 30 min,28015,28009,1
28015 - 28010,12193,2565,NA,39720,más de 30 min,28015,28010,1
28015 - 28013,9022,2760,NA,33993,más de 30 min,28015,28013,41
28015 - 28014,10155,2405,NA,36193,más de 30 min,28015,28014,25
28015 - 28015,0,5,0,0,walking,28015,28015,1160
28015 - 28017,2470,1032,NA,7133,driving_best_guess,28015,28017,10
28015 - 28022,4597,929,NA,15027,driving_best_guess,28015,28022,151
28015 - 28025,17140,4086,NA,59795,más de 30 min,28015,28025,1
28015 - 28026,4518,1453,NA,15120,driving_best_guess,28015,28026,11
28015 - 28031,12521,3322,NA,41780,más de 30 min,28015,28031,2
28015 - 28032,15210,2948,NA,50061,más de 30 min,28015,28032,2
28015 - 28033,12040,2820,NA,41111,más de 30 min,28015,28033,1
28015 - 28036,3671,1364,NA,12722,driving_best_guess,28015,28036,7
28015 - 28038,15271,3231,NA,47569,más de 30 min,28015,28038,1
28015 - 28040,6557,2509,NA,24626,más de 30 min,28015,28040,36
28015 - 28043,11884,3516,NA,42481,más de 30 min,28015,28043,1
28015 - 28044,9341,2400,NA,29817,más de 30 min,28015,28044,2
28015 - 28045,14301,3105,NA,45354,más de 30 min,28015,28045,7
28015 - 28047,11396,2243,NA,36287,más de 30 min,28015,28047,13
28015 - 28049,9716,2027,NA,30645,más de 30 min,28015,28049,49
28015 - 28050,3370,1223,NA,11646,driving_best_guess,28015,28050,6
28015 - 28053,14068,2872,NA,46285,más de 30 min,28015,28053,1
28015 - 28054,11079,3600,NA,36648,más de 30 min,28015,28054,2
28015 - 28058,2987,1212,NA,10118,driving_best_guess,28015,28058,400
28015 - 28059,14495,3084,NA,47155,más de 30 min,28015,28059,1
28015 - 28061,9974,2428,NA,31352,más de 30 min,28015,28061,2
28015 - 28065,4695,1560,NA,15704,driving_best_guess,28015,28065,280
28015 - 28066,2763,958,NA,9137,driving_best_guess,28015,28066,29
28015 - 28067,17869,3735,NA,58347,más de 30 min,28015,28067,1
28015 - 28068,13008,2751,NA,41914,más de 30 min,28015,28068,4
