code,inside,outside,workers_count,inside_per,outside_per,places,statistical_zone,name,province,loc_string
28002,417,1269,1686,0.24733096085409254,0.7526690391459074,72,03,Ajalvir,Madrid,Ajalvir+Madrid+spain
28003,10,62,72,0.1388888888888889,0.8611111111111112,34,06,Alameda del Valle,Madrid,Alameda+del+Valle+Madrid+spain
28004,453,1987,2440,0.18565573770491803,0.8143442622950819,81,09,El Alamo,Madrid,El+Alamo+Madrid+spain
28005,25793,38083,63876,0.40379798359321184,0.5962020164067882,151,03,Alcalá de Henares,Madrid,Alcalá+de+Henares+Madrid+spain
28006,13949,28063,42012,0.3320241835666,0.6679758164334,148,02,Alcobendas,Madrid,Alcobendas+Madrid+spain
28007,12621,45924,58545,0.21557776069689982,0.7844222393031002,147,04,Alcorcón,Madrid,Alcorcón+Madrid+spain
28008,124,534,658,0.1884498480243161,0.8115501519756839,74,09,Aldea del Fresno,Madrid,Aldea+del+Fresno+Madrid+spain
28009,1260,5960,7220,0.1745152354570637,0.8254847645429363,102,02,Algete,Madrid,Algete+Madrid+spain
28010,578,4281,4859,0.11895451739040955,0.8810454826095905,94,11,Alpedrete,Madrid,Alpedrete+Madrid+spain
28011,22,129,151,0.1456953642384106,0.8543046357615894,44,08,Ambite,Madrid,Ambite+Madrid+spain
28012,31,334,365,0.08493150684931507,0.915068493150685,62,08,Anchuelo,Madrid,Anchuelo+Madrid+spain
28013,7323,8274,15597,0.469513367955376,0.530486632044624,111,04,Aranjuez,Madrid,Aranjuez+Madrid+spain
28014,7385,11103,18488,0.39944829078321076,0.6005517092167892,120,03,Arganda del Rey,Madrid,Arganda+del+Rey+Madrid+spain
28015,1160,9155,10315,0.11245758603974794,0.887542413960252,111,09,Arroyomolinos,Madrid,Arroyomolinos+Madrid+spain
28016,8,26,34,0.23529411764705882,0.7647058823529411,15,06,El Atazar,Madrid,El+Atazar+Madrid+spain
28017,27,428,455,0.05934065934065934,0.9406593406593406,59,09,Batres,Madrid,Batres+Madrid+spain
28018,282,1319,1601,0.17613991255465333,0.8238600874453467,81,11,Becerril de la Sierra,Madrid,Becerril+de+la+Sierra+Madrid+spain
28019,75,448,523,0.14340344168260039,0.8565965583173997,67,08,Belmonte de Tajo,Madrid,Belmonte+de+Tajo+Madrid+spain
28020,19,32,51,0.37254901960784315,0.6274509803921569,24,06,Berzosa del Lozoya,Madrid,Berzosa+del+Lozoya+Madrid+spain
28021,41,139,180,0.22777777777777777,0.7722222222222223,55,06,El Berrueco,Madrid,El+Berrueco+Madrid+spain
28022,2588,13435,16023,0.16151781813642888,0.8384821818635712,118,05,Boadilla del Monte,Madrid,Boadilla+del+Monte+Madrid+spain
28023,312,2093,2405,0.12972972972972974,0.8702702702702703,92,11,El Boalo,Madrid,El+Boalo+Madrid+spain
28024,9,58,67,0.13432835820895522,0.8656716417910447,28,06,Braojos,Madrid,Braojos+Madrid+spain
28025,39,106,145,0.2689655172413793,0.7310344827586207,35,08,Brea de Tajo,Madrid,Brea+de+Tajo+Madrid+spain
28026,517,3000,3517,0.14700028433323856,0.8529997156667615,95,05,Brunete,Madrid,Brunete+Madrid+spain
28027,205,342,547,0.37477148080438755,0.6252285191956124,69,06,Buitrago del Lozoya,Madrid,Buitrago+del+Lozoya+Madrid+spain
28028,147,605,752,0.19547872340425532,0.8045212765957447,77,06,Bustarviejo,Madrid,Bustarviejo+Madrid+spain
28029,40,195,235,0.1702127659574468,0.8297872340425532,52,06,Cabanillas de la Sierra,Madrid,Cabanillas+de+la+Sierra+Madrid+spain
28030,215,564,779,0.27599486521181,0.72400513478819,77,06,La Cabrera,Madrid,La+Cabrera+Madrid+spain
28031,223,426,649,0.3436055469953775,0.6563944530046225,62,10,Cadalso de los Vidrios,Madrid,Cadalso+de+los+Vidrios+Madrid+spain
28032,297,1877,2174,0.13661453541858326,0.8633854645814167,74,07,Camarma de Esteruelas,Madrid,Camarma+de+Esteruelas+Madrid+spain
28033,367,1560,1927,0.19045147898287493,0.809548521017125,85,08,Campo Real,Madrid,Campo+Real+Madrid+spain
28034,27,93,120,0.225,0.775,41,06,Canencia,Madrid,Canencia+Madrid+spain
28035,61,486,547,0.11151736745886655,0.8884826325411335,69,08,Carabaña,Madrid,Carabaña+Madrid+spain
28036,143,1022,1165,0.12274678111587983,0.8772532188841202,69,09,Casarrubuelos,Madrid,Casarrubuelos+Madrid+spain
