status,origin,origin_code,destination,destination_code,mode,traffic,distance,duration,duration_in_traffic,departure_time
OK,Azuqueca de Henares,19046,Colmenar del Arroyo,28042,driving,optimistic,104683,4176,3913,1530000000
OK,Azuqueca de Henares,19046,Colmenar de Oreja,28043,driving,optimistic,72737,3345,3156,1530000000
OK,Azuqueca de Henares,19046,Colmenarejo,28044,driving,optimistic,83207,3781,3559,1530000000
OK,Azuqueca de Henares,19046,Colmenar Viejo,28045,driving,optimistic,67894,3087,2951,1530000000
OK,Azuqueca de Henares,19046,Collado Mediano,28046,driving,optimistic,93697,3907,3700,1530000000
OK,Azuqueca de Henares,19046,Collado Villalba,28047,driving,optimistic,87051,3525,3326,1530000000
OK,Azuqueca de Henares,19046,Corpa,28048,driving,optimistic,33369,2056,1913,1530000000
OK,Azuqueca de Henares,19046,Coslada,28049,driving,optimistic,36056,1733,1562,1530000000
OK,Azuqueca de Henares,19046,Cubas de la Sagra,28050,driving,optimistic,80453,3368,3110,1530000000
OK,Azuqueca de Henares,19046,Chinchón,28052,driving,optimistic,71878,3481,3302,1530000000
OK,Azuqueca de Henares,19046,Daganzo de Arriba,28053,driving,optimistic,25145,1363,1275,1530000000
OK,Azuqueca de Henares,19046,Fresno de Torote,28057,driving,optimistic,31189,1559,1470,1530000000
OK,Azuqueca de Henares,19046,Fuenlabrada,28058,driving,optimistic,69344,2851,2566,1530000000
OK,Azuqueca de Henares,19046,Fuente el Saz de Jarama,28059,driving,optimistic,39754,1900,1784,1530000000
OK,Azuqueca de Henares,19046,Fuentidueña de Tajo,28060,driving,optimistic,78538,3291,3073,1530000000
OK,Azuqueca de Henares,19046,Galapagar,28061,driving,optimistic,82378,3826,3625,1530000000
OK,Azuqueca de Henares,19046,Getafe,28065,driving,optimistic,59292,2717,2454,1530000000
OK,Azuqueca de Henares,19046,Griñón,28066,driving,optimistic,78066,3263,3027,1530000000
OK,Azuqueca de Henares,19046,Guadalix de la Sierra,28067,driving,optimistic,73234,3021,2884,1530000000
OK,Azuqueca de Henares,19046,Guadarrama,28068,driving,optimistic,94834,4022,3813,1530000000
OK,Azuqueca de Henares,19046,Humanes de Madrid,28073,driving,optimistic,72472,3089,2838,1530000000
OK,Azuqueca de Henares,19046,Leganés,28074,driving,optimistic,64707,2762,2540,1530000000
OK,Azuqueca de Henares,19046,Loeches,28075,driving,optimistic,31596,1620,1510,1530000000
OK,Azuqueca de Henares,19046,Madrid,28079,driving,optimistic,49139,2723,2438,1530000000
OK,Azuqueca de Henares,19046,Centro,28079-01,driving,optimistic,49174,2740,2449,1530000000
OK,Azuqueca de Henares,19046,Arganzuela,28079-02,driving,optimistic,51125,2345,2102,1530000000
OK,Azuqueca de Henares,19046,Retiro,28079-03,driving,optimistic,46166,2269,2028,1530000000
OK,Azuqueca de Henares,19046,Salamanca,28079-04,driving,optimistic,44149,2348,2186,1530000000
OK,Azuqueca de Henares,19046,Chamartín,28079-05,driving,optimistic,182013,6928,6604,1530000000
OK,Azuqueca de Henares,19046,Tetuán,28079-06,driving,optimistic,50047,2535,2231,1530000000
OK,Azuqueca de Henares,19046,Chamberí,28079-07,driving,optimistic,45685,2498,2263,1530000000
OK,Azuqueca de Henares,19046,Fuencarral-El Pardo,28079-08,driving,optimistic,59833,2830,2682,1530000000
OK,Azuqueca de Henares,19046,Moncloa-Aravaca,28079-09,driving,optimistic,60679,2525,2400,1530000000
OK,Azuqueca de Henares,19046,Latina,28079-10,driving,optimistic,54357,2826,2498,1530000000
OK,Azuqueca de Henares,19046,Carabanchel,28079-11,driving,optimistic,54992,2650,2326,1530000000
OK,Azuqueca de Henares,19046,Usera,28079-12,driving,optimistic,52902,2541,2271,1530000000
OK,Azuqueca de Henares,19046,Puente de Vallecas,28079-13,driving,optimistic,48151,2318,2091,1530000000
OK,Azuqueca de Henares,19046,Moratalaz,28079-14,driving,optimistic,44692,2075,1857,1530000000
OK,Azuqueca de Henares,19046,Ciudad Lineal,28079-15,driving,optimistic,40212,1887,1696,1530000000
OK,Azuqueca de Henares,19046,Hortaleza,28079-16,driving,optimistic,40136,1914,1701,1530000000
OK,Azuqueca de Henares,19046,Villaverde,28079-17,driving,optimistic,53644,2540,2320,1530000000
OK,Azuqueca de Henares,19046,Villa de Vallecas,28079-18,driving,optimistic,45081,1763,1620,1530000000
OK,Azuqueca de Henares,19046,Vicálvaro,28079-19,driving,optimistic,44407,2185,2045,1530000000
OK,Azuqueca de Henares,19046,San Blas - Canillejas,28079-20,driving,optimistic,39390,1978,1737,1530000000
OK,Azuqueca de Henares,19046,Barajas,28079-21,driving,optimistic,37706,1854,1708,1530000000
OK,Azuqueca de Henares,19046,Majadahonda,28080,driving,optimistic,66715,2850,2696,1530000000
OK,Azuqueca de Henares,19046,Meco,28083,driving,optimistic,5750,435,410,1530000000
OK,Azuqueca de Henares,19046,Mejorada del Campo,28084,driving,optimistic,30665,1616,1549,1530000000
OK,Azuqueca de Henares,19046,Moraleja de Enmedio,28089,driving,optimistic,76753,3066,2835,1530000000
OK,Azuqueca de Henares,19046,Moralzarzal,28090,driving,optimistic,86397,3732,3563,1530000000
OK,Azuqueca de Henares,19046,Móstoles,28092,driving,optimistic,68947,3124,2841,1530000000
OK,Azuqueca de Henares,19046,Navalagamella,28095,driving,optimistic,96123,4121,3920,1530000000
OK,Azuqueca de Henares,19046,Navalcarnero,28096,driving,optimistic,80476,3345,3098,1530000000
OK,Azuqueca de Henares,19046,Nuevo Baztán,28100,driving,optimistic,42199,2183,2061,1530000000
OK,Azuqueca de Henares,19046,Paracuellos de Jarama,28104,driving,optimistic,38220,1738,1596,1530000000
OK,Azuqueca de Henares,19046,Parla,28106,driving,optimistic,68754,2858,2619,1530000000
OK,Azuqueca de Henares,19046,Pinto,28113,driving,optimistic,63581,2523,2318,1530000000
OK,Azuqueca de Henares,19046,Pozuelo de Alarcón,28115,driving,optimistic,61328,2616,2472,1530000000
OK,Azuqueca de Henares,19046,Rivas-Vaciamadrid,28123,driving,optimistic,47341,2160,1962,1530000000
OK,Azuqueca de Henares,19046,Las Rozas de Madrid,28127,driving,optimistic,66036,2769,2629,1530000000
OK,Azuqueca de Henares,19046,San Agustín del Guadalix,28129,driving,optimistic,49455,2181,2066,1530000000
