status,distance.value,duration.value,origin,origin_ine_code,dest_ine_code,destination
OK,55437,10603,"Guadalajara, Spain",19130,28079-21,"Barajas, 28042 Madrid, Spain"
OK,89249,17819,"Guadalajara, Spain",19130,28080,"Majadahonda, Madrid, Spain"
OK,20456,3966,"Guadalajara, Spain",19130,28083,"28880 Meco, Madrid, Spain"
OK,46401,8493,"Guadalajara, Spain",19130,28084,"Mejorada del Campo, Madrid, Spain"
OK,51318,10853,"Guadalajara, Spain",19130,28086,"28710 El Molar, Madrid, Spain"
OK,87296,18757,"Guadalajara, Spain",19130,28090,"Moralzarzal, Madrid, Spain"
OK,63996,12411,"Guadalajara, Spain",19130,28091,"28530 Morata de Tajuña, Madrid, Spain"
OK,90800,18002,"Guadalajara, Spain",19130,28092,"Móstoles, Madrid, Spain"
OK,105376,20800,"Guadalajara, Spain",19130,28096,"Navalcarnero, 28600, Madrid, Spain"
OK,37068,7616,"Guadalajara, Spain",19130,28100,"28514 Nuevo Baztán, Madrid, Spain"
OK,42564,9039,"Guadalajara, Spain",19130,28104,"Paracuellos de Jarama, Madrid, Spain"
OK,81880,15440,"Guadalajara, Spain",19130,28106,"Parla, Madrid, Spain"
OK,53706,11475,"Guadalajara, Spain",19130,28108,"28723 Pedrezuela, Madrid, Spain"
OK,27637,5882,"Guadalajara, Spain",19130,28111,"28812 Pezuela de las Torres, Madrid, Spain"
OK,75608,14225,"Guadalajara, Spain",19130,28113,"28320 Pinto, Madrid, Spain"
OK,82815,16308,"Guadalajara, Spain",19130,28115,"Pozuelo de Alarcón, Madrid, Spain"
OK,40099,8550,"Guadalajara, Spain",19130,28116,"28813 Pozuelo del Rey, Madrid, Spain"
OK,56548,10756,"Guadalajara, Spain",19130,28123,"Rivas-Vaciamadrid, Madrid, Spain"
OK,91866,18310,"Guadalajara, Spain",19130,28127,"Las Rozas, Madrid, Spain"
OK,53664,10999,"Guadalajara, Spain",19130,28129,"28750 San Agustín del Guadalix, Madrid, Spain"
OK,43764,8371,"Guadalajara, Spain",19130,28130,"San Fernando de Henares, 28830, Madrid, Spain"
OK,108462,23306,"Guadalajara, Spain",19130,28131,"San Lorenzo de El Escorial, Madrid, Spain"
OK,68205,13017,"Guadalajara, Spain",19130,28132,"28330 San Martín de la Vega, Madrid, Spain"
OK,47019,9763,"Guadalajara, Spain",19130,28134,"San Sebastián de los Reyes, Madrid, Spain"
OK,24970,5542,"Guadalajara, Spain",19130,28137,"28817 Los Santos de la Humosa, Madrid, Spain"
OK,71343,15087,"Guadalajara, Spain",19130,28144,"28791 Soto del Real, Madrid, Spain"
OK,38229,6957,"Guadalajara, Spain",19130,28148,"Torrejón de Ardoz, Madrid, Spain"
OK,88614,16644,"Guadalajara, Spain",19130,28149,"Torrejón de la Calzada, Madrid, Spain"
OK,47214,9506,"Guadalajara, Spain",19130,28151,"28180 Torrelaguna, Madrid, Spain"
OK,88700,19044,"Guadalajara, Spain",19130,28152,"28250 Torrelodones, Madrid, Spain"
OK,38048,7515,"Guadalajara, Spain",19130,28154,"28813 Torres de la Alameda, Madrid, Spain"
OK,16495,3558,"Guadalajara, Spain",19130,28156,"Valdeavero, Madrid, Spain"
OK,112122,23202,"Guadalajara, Spain",19130,28160,"28210 Valdemorillo, Madrid, Spain"
OK,82116,15508,"Guadalajara, Spain",19130,28161,"Valdemoro, Madrid, Spain"
OK,30642,6448,"Guadalajara, Spain",19130,28162,"28130 Valdeolmos-Alalpardo, Madrid, Spain"
OK,49211,9721,"Guadalajara, Spain",19130,28165,"28511 Valdilecha, Madrid, Spain"
OK,49941,9137,"Guadalajara, Spain",19130,28167,"Velilla de San Antonio, Madrid, Spain"
OK,31854,6642,"Guadalajara, Spain",19130,28172,"28810 Villalbilla, Madrid, Spain"
OK,77483,15479,"Guadalajara, Spain",19130,28173,"28598 Villamanrique de Tajo, Madrid, Spain"
OK,103336,20612,"Guadalajara, Spain",19130,28176,"28691 Villanueva de la Cañada, Madrid, Spain"
OK,99859,19969,"Guadalajara, Spain",19130,28177,"Villanueva del Pardillo, 28229, Madrid, Spain"
OK,62371,13434,"Guadalajara, Spain",19130,28180,"28590 Villarejo de Salvanés, Madrid, Spain"
OK,92279,18137,"Guadalajara, Spain",19130,28181,"Villaviciosa de Odón, Madrid, Spain"
OK,63739,14020,"Guadalajara, Spain",19130,28901,"28752 Lozoyuela, Madrid, Spain"
OK,64008,13233,"Guadalajara, Spain",19130,28903,"28760 Tres Cantos, Madrid, Spain"
OK,44253,9174,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28002,"28864 Ajalvir, Madrid, Spain"
OK,27911,5826,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28005,"Alcala de Henares, Madrid, Spain"
OK,64106,13029,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28006,"Alcobendas, Madrid, Spain"
OK,80660,17128,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28007,"Alcorcón, Madrid, Spain"
OK,90944,18072,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28015,"28939 Arroyomolinos, Madrid, Spain"
OK,100748,20814,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28026,"28690 Brunete, Madrid, Spain"
OK,31512,6809,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28032,"28816 Camarma de Esteruelas, Madrid, Spain"
OK,68717,13078,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28040,"28350 Ciempozuelos, Madrid, Spain"
OK,46893,9770,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28041,"28863 Cobeña, Madrid, Spain"
OK,47056,9597,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28049,"Coslada, Madrid, Spain"
OK,78884,15594,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28058,"Fuenlabrada, Madrid, Spain"
OK,70479,13783,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28065,"Getafe, Madrid, Spain"
OK,74975,14842,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28074,"Leganés, Madrid, Spain"
OK,33312,7066,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28075,"28890 Loeches, Madrid, Spain"
OK,62333,13107,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28079,"Madrid, Spain"
OK,62825,13195,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28079-01,"Centro, Madrid, Spain"
OK,67485,13792,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28079-02,"Arganzuela, Madrid, Spain"
OK,59144,12466,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28079-03,"Retiro, Madrid, Spain"
OK,60556,12674,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28079-04,"Salamanca, Madrid, Spain"
OK,203327,45042,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28079-05,"05141 Chamartín, Ávila, Spain"
OK,63407,13448,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28079-06,"Tetuán, Madrid, Spain"
OK,63531,13391,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28079-07,"Chamberí, Madrid, Spain"
OK,76026,15992,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28079-08,"Fuencarral-El Pardo, 28048 Madrid, Spain"
OK,74731,15260,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28079-09,"Moncloa - Aravaca, Madrid, Spain"
OK,61374,12558,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28079-13,"Puente de Vallecas, Madrid, Spain"
OK,58234,12282,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28079-15,"Ciudad Lineal, Madrid, Spain"
OK,57498,12108,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28079-16,"Hortaleza, Madrid, Spain"
OK,69630,13615,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28079-17,"Villaverde, Madrid, Spain"
OK,52086,10975,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28079-18,"Villa de Vallecas, Madrid, Spain"
OK,49907,10610,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28079-19,"Vicálvaro, Madrid, Spain"
OK,53217,11084,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28079-20,"San Blas, Madrid, Spain"
OK,53206,10907,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28079-21,"Barajas, 28042 Madrid, Spain"
OK,25734,5869,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28083,"28880 Meco, Madrid, Spain"
OK,19904,4742,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28100,"28514 Nuevo Baztán, Madrid, Spain"
OK,8938,2606,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28111,"28812 Pezuela de las Torres, Madrid, Spain"
OK,80584,16612,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28115,"Pozuelo de Alarcón, Madrid, Spain"
OK,89635,18614,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28127,"Las Rozas, Madrid, Spain"
OK,63305,13917,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28129,"28750 San Agustín del Guadalix, Madrid, Spain"
OK,41534,8675,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28130,"San Fernando de Henares, 28830, Madrid, Spain"
OK,36062,7363,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28148,"Torrejón de Ardoz, Madrid, Spain"
OK,26575,5744,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28154,"28813 Torres de la Alameda, Madrid, Spain"
OK,20074,4517,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28172,"28810 Villalbilla, Madrid, Spain"
OK,22527,4377,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28179,"28512 Villar del Olmo, Madrid, Spain"
OK,90048,18441,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28181,"Villaviciosa de Odón, Madrid, Spain"
OK,79778,16943,"19141 Loranca de Tajuña, Guadalajara, Spain",19160,28903,"28760 Tres Cantos, Madrid, Spain"
OK,36582,7577,"19180 Marchamalo, Guadalajara, Spain",19171,28002,"28864 Ajalvir, Madrid, Spain"
OK,110428,21523,"19180 Marchamalo, Guadalajara, Spain",19171,28004,"28607 El Álamo, Madrid, Spain"
OK,29687,5374,"19180 Marchamalo, Guadalajara, Spain",19171,28005,"Alcala de Henares, Madrid, Spain"
OK,50125,10537,"19180 Marchamalo, Guadalajara, Spain",19171,28006,"Alcobendas, Madrid, Spain"
OK,84548,17188,"19180 Marchamalo, Guadalajara, Spain",19171,28007,"Alcorcón, Madrid, Spain"
OK,123855,23830,"19180 Marchamalo, Guadalajara, Spain",19171,28008,"28620 Aldea del Fresno, Madrid, Spain"
OK,35493,7544,"19180 Marchamalo, Guadalajara, Spain",19171,28009,"28110 Algete, Madrid, Spain"
OK,92243,17421,"19180 Marchamalo, Guadalajara, Spain",19171,28013,"28300 Aranjuez, Madrid, Spain"
OK,52544,10276,"19180 Marchamalo, Guadalajara, Spain",19171,28014,"Arganda del Rey, 28500, Madrid, Spain"
OK,91569,18415,"19180 Marchamalo, Guadalajara, Spain",19171,28022,"Boadilla del Monte, Madrid, Spain"
OK,25353,4809,"19180 Marchamalo, Guadalajara, Spain",19171,28032,"28816 Camarma de Esteruelas, Madrid, Spain"
OK,77139,14961,"19180 Marchamalo, Guadalajara, Spain",19171,28040,"28350 Ciempozuelos, Madrid, Spain"
OK,65453,14164,"19180 Marchamalo, Guadalajara, Spain",19171,28045,"28770 Colmenar Viejo, Madrid, Spain"
OK,92066,19559,"19180 Marchamalo, Guadalajara, Spain",19171,28047,"28400 Collado Villalba, Madrid, Spain"
OK,50945,9658,"19180 Marchamalo, Guadalajara, Spain",19171,28049,"Coslada, Madrid, Spain"
OK,33813,6886,"19180 Marchamalo, Guadalajara, Spain",19171,28053,"28814 Daganzo de Arriba, Madrid, Spain"
OK,63831,13470,"19180 Marchamalo, Guadalajara, Spain",19171,28055,"28595 Estremera, Madrid, Spain"
OK,83313,16545,"19180 Marchamalo, Guadalajara, Spain",19171,28058,"Fuenlabrada, Madrid, Spain"
OK,93931,20254,"19180 Marchamalo, Guadalajara, Spain",19171,28061,"Galapagar, Madrid, Spain"
OK,75383,14242,"19180 Marchamalo, Guadalajara, Spain",19171,28065,"Getafe, Madrid, Spain"
OK,58542,12609,"19180 Marchamalo, Guadalajara, Spain",19171,28067,"28794 Guadalix de la Sierra, Madrid, Spain"
OK,84723,18819,"19180 Marchamalo, Guadalajara, Spain",19171,28072,"28240 Hoyo de Manzanares, Madrid, Spain"
OK,78553,15669,"19180 Marchamalo, Guadalajara, Spain",19171,28074,"Leganés, Madrid, Spain"
OK,43758,8568,"19180 Marchamalo, Guadalajara, Spain",19171,28075,"28890 Loeches, Madrid, Spain"
OK,66221,13168,"19180 Marchamalo, Guadalajara, Spain",19171,28079,"Madrid, Spain"
OK,66713,13255,"19180 Marchamalo, Guadalajara, Spain",19171,28079-01,"Centro, Madrid, Spain"
OK,71373,13852,"19180 Marchamalo, Guadalajara, Spain",19171,28079-02,"Arganzuela, Madrid, Spain"
OK,63033,12527,"19180 Marchamalo, Guadalajara, Spain",19171,28079-03,"Retiro, Madrid, Spain"
OK,64444,12734,"19180 Marchamalo, Guadalajara, Spain",19171,28079-04,"Salamanca, Madrid, Spain"
OK,180276,40044,"19180 Marchamalo, Guadalajara, Spain",19171,28079-05,"05141 Chamartín, Ávila, Spain"
OK,67296,13508,"19180 Marchamalo, Guadalajara, Spain",19171,28079-06,"Tetuán, Madrid, Spain"
OK,67420,13451,"19180 Marchamalo, Guadalajara, Spain",19171,28079-07,"Chamberí, Madrid, Spain"
OK,66747,13787,"19180 Marchamalo, Guadalajara, Spain",19171,28079-08,"Fuencarral-El Pardo, 28048 Madrid, Spain"
OK,78620,15320,"19180 Marchamalo, Guadalajara, Spain",19171,28079-09,"Moncloa - Aravaca, Madrid, Spain"
OK,75763,14967,"19180 Marchamalo, Guadalajara, Spain",19171,28079-10,"Latina, Madrid, Spain"
OK,70660,13806,"19180 Marchamalo, Guadalajara, Spain",19171,28079-12,"Usera, Madrid, Spain"
OK,65263,12619,"19180 Marchamalo, Guadalajara, Spain",19171,28079-13,"Puente de Vallecas, Madrid, Spain"
OK,61433,12046,"19180 Marchamalo, Guadalajara, Spain",19171,28079-14,"Moratalaz, 28030 Madrid, Spain"
OK,62122,12342,"19180 Marchamalo, Guadalajara, Spain",19171,28079-15,"Ciudad Lineal, Madrid, Spain"
OK,61387,12168,"19180 Marchamalo, Guadalajara, Spain",19171,28079-16,"Hortaleza, Madrid, Spain"
OK,72132,14128,"19180 Marchamalo, Guadalajara, Spain",19171,28079-17,"Villaverde, Madrid, Spain"
OK,59711,11272,"19180 Marchamalo, Guadalajara, Spain",19171,28079-18,"Villa de Vallecas, Madrid, Spain"
OK,56651,10785,"19180 Marchamalo, Guadalajara, Spain",19171,28079-19,"Vicálvaro, Madrid, Spain"
OK,57105,11145,"19180 Marchamalo, Guadalajara, Spain",19171,28079-20,"San Blas, Madrid, Spain"
OK,51235,10714,"19180 Marchamalo, Guadalajara, Spain",19171,28079-21,"Barajas, 28042 Madrid, Spain"
OK,19959,3786,"19180 Marchamalo, Guadalajara, Spain",19171,28083,"28880 Meco, Madrid, Spain"
OK,48059,8857,"19180 Marchamalo, Guadalajara, Spain",19171,28084,"Mejorada del Campo, Madrid, Spain"
OK,89916,17906,"19180 Marchamalo, Guadalajara, Spain",19171,28089,"28950 Moraleja de Enmedio, Madrid, Spain"
OK,92458,18366,"19180 Marchamalo, Guadalajara, Spain",19171,28092,"Móstoles, Madrid, Spain"
OK,58206,11120,"19180 Marchamalo, Guadalajara, Spain",19171,28123,"Rivas-Vaciamadrid, Madrid, Spain"
OK,93524,18674,"19180 Marchamalo, Guadalajara, Spain",19171,28127,"Las Rozas, Madrid, Spain"
OK,45422,8735,"19180 Marchamalo, Guadalajara, Spain",19171,28130,"San Fernando de Henares, 28830, Madrid, Spain"
OK,44987,9188,"19180 Marchamalo, Guadalajara, Spain",19171,28134,"San Sebastián de los Reyes, Madrid, Spain"
OK,39887,7322,"19180 Marchamalo, Guadalajara, Spain",19171,28148,"Torrejón de Ardoz, Madrid, Spain"
OK,39706,7879,"19180 Marchamalo, Guadalajara, Spain",19171,28154,"28813 Torres de la Alameda, Madrid, Spain"
OK,15226,3309,"19180 Marchamalo, Guadalajara, Spain",19171,28156,"Valdeavero, Madrid, Spain"
OK,83774,15873,"19180 Marchamalo, Guadalajara, Spain",19171,28161,"Valdemoro, Madrid, Spain"
OK,51599,9501,"19180 Marchamalo, Guadalajara, Spain",19171,28167,"Velilla de San Antonio, Madrid, Spain"
OK,62740,12984,"19180 Marchamalo, Guadalajara, Spain",19171,28903,"28760 Tres Cantos, Madrid, Spain"
OK,37495,7135,"19162 Pioz, Guadalajara, Spain",19220,28002,"28864 Ajalvir, Madrid, Spain"
OK,21154,3787,"19162 Pioz, Guadalajara, Spain",19220,28005,"Alcala de Henares, Madrid, Spain"
OK,57349,10990,"19162 Pioz, Guadalajara, Spain",19220,28006,"Alcobendas, Madrid, Spain"
OK,73903,15089,"19162 Pioz, Guadalajara, Spain",19220,28007,"Alcorcón, Madrid, Spain"
OK,42222,8362,"19162 Pioz, Guadalajara, Spain",19220,28009,"28110 Algete, Madrid, Spain"
OK,9142,1761,"19162 Pioz, Guadalajara, Spain",19220,28012,"28818 Anchuelo, Madrid, Spain"
OK,72186,13046,"19162 Pioz, Guadalajara, Spain",19220,28013,"28300 Aranjuez, Madrid, Spain"
OK,36845,6621,"19162 Pioz, Guadalajara, Spain",19220,28014,"Arganda del Rey, 28500, Madrid, Spain"
OK,90192,17951,"19162 Pioz, Guadalajara, Spain",19220,28015,"28939 Arroyomolinos, Madrid, Spain"
OK,80924,16316,"19162 Pioz, Guadalajara, Spain",19220,28022,"Boadilla del Monte, Madrid, Spain"
OK,96530,21630,"19162 Pioz, Guadalajara, Spain",19220,28024,"28737 Braojos, Madrid, Spain"
OK,26473,5063,"19162 Pioz, Guadalajara, Spain",19220,28032,"28816 Camarma de Esteruelas, Madrid, Spain"
OK,61693,11316,"19162 Pioz, Guadalajara, Spain",19220,28040,"28350 Ciempozuelos, Madrid, Spain"
OK,40136,7731,"19162 Pioz, Guadalajara, Spain",19220,28041,"28863 Cobeña, Madrid, Spain"
OK,82900,17363,"19162 Pioz, Guadalajara, Spain",19220,28045,"28770 Colmenar Viejo, Madrid, Spain"
OK,108360,22518,"19162 Pioz, Guadalajara, Spain",19220,28047,"28400 Collado Villalba, Madrid, Spain"
OK,9573,1927,"19162 Pioz, Guadalajara, Spain",19220,28048,"28811 Corpa, Madrid, Spain"
OK,40299,7559,"19162 Pioz, Guadalajara, Spain",19220,28049,"Coslada, Madrid, Spain"
OK,84782,15577,"19162 Pioz, Guadalajara, Spain",19220,28050,"28978 Cubas de la Sagra, Madrid, Spain"
OK,34752,6545,"19162 Pioz, Guadalajara, Spain",19220,28053,"28814 Daganzo de Arriba, Madrid, Spain"
OK,74685,13877,"19162 Pioz, Guadalajara, Spain",19220,28058,"Fuenlabrada, Madrid, Spain"
OK,98832,20633,"19162 Pioz, Guadalajara, Spain",19220,28061,"Galapagar, Madrid, Spain"
OK,66280,12067,"19162 Pioz, Guadalajara, Spain",19220,28065,"Getafe, Madrid, Spain"
OK,26487,5015,"19162 Pioz, Guadalajara, Spain",19220,28075,"28890 Loeches, Madrid, Spain"
OK,55576,11069,"19162 Pioz, Guadalajara, Spain",19220,28079,"Madrid, Spain"
OK,56068,11156,"19162 Pioz, Guadalajara, Spain",19220,28079-01,"Centro, Madrid, Spain"
OK,60727,11753,"19162 Pioz, Guadalajara, Spain",19220,28079-02,"Arganzuela, Madrid, Spain"
OK,52387,10427,"19162 Pioz, Guadalajara, Spain",19220,28079-03,"Retiro, Madrid, Spain"
OK,53798,10635,"19162 Pioz, Guadalajara, Spain",19220,28079-04,"Salamanca, Madrid, Spain"
OK,196570,43003,"19162 Pioz, Guadalajara, Spain",19220,28079-05,"05141 Chamartín, Ávila, Spain"
OK,56650,11409,"19162 Pioz, Guadalajara, Spain",19220,28079-06,"Tetuán, Madrid, Spain"
OK,56774,11352,"19162 Pioz, Guadalajara, Spain",19220,28079-07,"Chamberí, Madrid, Spain"
OK,69268,13953,"19162 Pioz, Guadalajara, Spain",19220,28079-08,"Fuencarral-El Pardo, 28048 Madrid, Spain"
OK,67974,13221,"19162 Pioz, Guadalajara, Spain",19220,28079-09,"Moncloa - Aravaca, Madrid, Spain"
OK,65117,12868,"19162 Pioz, Guadalajara, Spain",19220,28079-10,"Latina, Madrid, Spain"
OK,64123,13010,"19162 Pioz, Guadalajara, Spain",19220,28079-11,"Carabanchel, Madrid, Spain"
OK,60014,11707,"19162 Pioz, Guadalajara, Spain",19220,28079-12,"Usera, Madrid, Spain"
OK,50787,9947,"19162 Pioz, Guadalajara, Spain",19220,28079-14,"Moratalaz, 28030 Madrid, Spain"
OK,51477,10243,"19162 Pioz, Guadalajara, Spain",19220,28079-15,"Ciudad Lineal, Madrid, Spain"
OK,50741,10069,"19162 Pioz, Guadalajara, Spain",19220,28079-16,"Hortaleza, Madrid, Spain"
OK,61486,12029,"19162 Pioz, Guadalajara, Spain",19220,28079-17,"Villaverde, Madrid, Spain"
OK,45261,8924,"19162 Pioz, Guadalajara, Spain",19220,28079-18,"Villa de Vallecas, Madrid, Spain"
OK,46005,8686,"19162 Pioz, Guadalajara, Spain",19220,28079-19,"Vicálvaro, Madrid, Spain"
OK,46460,9046,"19162 Pioz, Guadalajara, Spain",19220,28079-20,"San Blas, Madrid, Spain"
OK,46449,8868,"19162 Pioz, Guadalajara, Spain",19220,28079-21,"Barajas, 28042 Madrid, Spain"
OK,20696,4123,"19162 Pioz, Guadalajara, Spain",19220,28083,"28880 Meco, Madrid, Spain"
OK,32086,6002,"19162 Pioz, Guadalajara, Spain",19220,28084,"Mejorada del Campo, Madrid, Spain"
OK,81812,16267,"19162 Pioz, Guadalajara, Spain",19220,28092,"Móstoles, Madrid, Spain"
OK,96388,19065,"19162 Pioz, Guadalajara, Spain",19220,28096,"Navalcarnero, 28600, Madrid, Spain"
OK,15706,3025,"19162 Pioz, Guadalajara, Spain",19220,28100,"28514 Nuevo Baztán, Madrid, Spain"
OK,39510,7557,"19162 Pioz, Guadalajara, Spain",19220,28104,"Paracuellos de Jarama, Madrid, Spain"
OK,74435,13630,"19162 Pioz, Guadalajara, Spain",19220,28106,"Parla, Madrid, Spain"
OK,5485,1034,"19162 Pioz, Guadalajara, Spain",19220,28111,"28812 Pezuela de las Torres, Madrid, Spain"
OK,73827,14573,"19162 Pioz, Guadalajara, Spain",19220,28115,"Pozuelo de Alarcón, Madrid, Spain"
OK,42374,8423,"19162 Pioz, Guadalajara, Spain",19220,28123,"Rivas-Vaciamadrid, Madrid, Spain"
OK,82878,16575,"19162 Pioz, Guadalajara, Spain",19220,28127,"Las Rozas, Madrid, Spain"
OK,34776,6636,"19162 Pioz, Guadalajara, Spain",19220,28130,"San Fernando de Henares, 28830, Madrid, Spain"
OK,50107,9477,"19162 Pioz, Guadalajara, Spain",19220,28134,"San Sebastián de los Reyes, Madrid, Spain"
OK,5683,1109,"19162 Pioz, Guadalajara, Spain",19220,28136,"28818 Santorcaz, Madrid, Spain"
OK,10702,2081,"19162 Pioz, Guadalajara, Spain",19220,28137,"28817 Los Santos de la Humosa, Madrid, Spain"
OK,29305,5325,"19162 Pioz, Guadalajara, Spain",19220,28148,"Torrejón de Ardoz, Madrid, Spain"
OK,19750,3693,"19162 Pioz, Guadalajara, Spain",19220,28154,"28813 Torres de la Alameda, Madrid, Spain"
OK,31718,6517,"19162 Pioz, Guadalajara, Spain",19220,28156,"Valdeavero, Madrid, Spain"
OK,32407,5813,"19162 Pioz, Guadalajara, Spain",19220,28167,"Velilla de San Antonio, Madrid, Spain"
OK,13317,2478,"19162 Pioz, Guadalajara, Spain",19220,28172,"28810 Villalbilla, Madrid, Spain"
OK,73021,14904,"19162 Pioz, Guadalajara, Spain",19220,28903,"28760 Tres Cantos, Madrid, Spain"
OK,37108,6892,"19161 Pozo de Guadalajara, Guadalajara, Spain",19225,28002,"28864 Ajalvir, Madrid, Spain"
OK,99395,19181,"19161 Pozo de Guadalajara, Guadalajara, Spain",19225,28004,"28607 El Álamo, Madrid, Spain"
OK,20767,3544,"19161 Pozo de Guadalajara, Guadalajara, Spain",19225,28005,"Alcala de Henares, Madrid, Spain"
OK,56962,10747,"19161 Pozo de Guadalajara, Guadalajara, Spain",19225,28006,"Alcobendas, Madrid, Spain"
OK,73515,14846,"19161 Pozo de Guadalajara, Guadalajara, Spain",19225,28007,"Alcorcón, Madrid, Spain"
OK,35920,7784,"19161 Pozo de Guadalajara, Guadalajara, Spain",19225,28009,"28110 Algete, Madrid, Spain"
OK,74951,13441,"19161 Pozo de Guadalajara, Guadalajara, Spain",19225,28013,"28300 Aranjuez, Madrid, Spain"
OK,36090,6532,"19161 Pozo de Guadalajara, Guadalajara, Spain",19225,28014,"Arganda del Rey, 28500, Madrid, Spain"
OK,78735,18372,"19161 Pozo de Guadalajara, Guadalajara, Spain",19225,28016,"28189 El Atazar, Madrid, Spain"
OK,28488,5644,"19161 Pozo de Guadalajara, Guadalajara, Spain",19225,28033,"28510 Campo Real, Madrid, Spain"
OK,60685,11217,"19161 Pozo de Guadalajara, Guadalajara, Spain",19225,28040,"28350 Ciempozuelos, Madrid, Spain"
OK,39748,7488,"19161 Pozo de Guadalajara, Guadalajara, Spain",19225,28041,"28863 Cobeña, Madrid, Spain"
OK,39912,7316,"19161 Pozo de Guadalajara, Guadalajara, Spain",19225,28049,"Coslada, Madrid, Spain"
OK,72280,14203,"19161 Pozo de Guadalajara, Guadalajara, Spain",19225,28058,"Fuenlabrada, Madrid, Spain"
OK,65136,11899,"19161 Pozo de Guadalajara, Guadalajara, Spain",19225,28065,"Getafe, Madrid, Spain"
OK,85036,15601,"19161 Pozo de Guadalajara, Guadalajara, Spain",19225,28066,"28971 Griñón, Madrid, Spain"
OK,67520,13327,"19161 Pozo de Guadalajara, Guadalajara, Spain",19225,28074,"Leganés, Madrid, Spain"
OK,27303,4824,"19161 Pozo de Guadalajara, Guadalajara, Spain",19225,28075,"28890 Loeches, Madrid, Spain"
OK,55188,10826,"19161 Pozo de Guadalajara, Guadalajara, Spain",19225,28079,"Madrid, Spain"
OK,60340,11510,"19161 Pozo de Guadalajara, Guadalajara, Spain",19225,28079-02,"Arganzuela, Madrid, Spain"
OK,52000,10185,"19161 Pozo de Guadalajara, Guadalajara, Spain",19225,28079-03,"Retiro, Madrid, Spain"
OK,53411,10392,"19161 Pozo de Guadalajara, Guadalajara, Spain",19225,28079-04,"Salamanca, Madrid, Spain"
OK,196183,42760,"19161 Pozo de Guadalajara, Guadalajara, Spain",19225,28079-05,"05141 Chamartín, Ávila, Spain"
OK,56263,11166,"19161 Pozo de Guadalajara, Guadalajara, Spain",19225,28079-06,"Tetuán, Madrid, Spain"
OK,56387,11109,"19161 Pozo de Guadalajara, Guadalajara, Spain",19225,28079-07,"Chamberí, Madrid, Spain"
OK,68881,13710,"19161 Pozo de Guadalajara, Guadalajara, Spain",19225,28079-08,"Fuencarral-El Pardo, 28048 Madrid, Spain"
OK,64730,12625,"19161 Pozo de Guadalajara, Guadalajara, Spain",19225,28079-10,"Latina, Madrid, Spain"
OK,63736,12767,"19161 Pozo de Guadalajara, Guadalajara, Spain",19225,28079-11,"Carabanchel, Madrid, Spain"
OK,54229,10277,"19161 Pozo de Guadalajara, Guadalajara, Spain",19225,28079-13,"Puente de Vallecas, Madrid, Spain"
OK,51089,10000,"19161 Pozo de Guadalajara, Guadalajara, Spain",19225,28079-15,"Ciudad Lineal, Madrid, Spain"
