route,origin_ine_code,destination_ine_code,workers_count
19225 - 28079-08,19225,28079-08,8
19225 - 28079-10,19225,28079-10,2
19225 - 28079-11,19225,28079-11,1
19225 - 28079-13,19225,28079-13,1
19225 - 28079-15,19225,28079-15,5
19225 - 28079-20,19225,28079-20,6
19225 - 28079-21,19225,28079-21,4
19225 - 28080,19225,28080,1
19225 - 28083,19225,28083,5
19225 - 28084,19225,28084,1
19225 - 28092,19225,28092,1
19225 - 28096,19225,28096,1
19225 - 28106,19225,28106,2
19225 - 28123,19225,28123,1
19225 - 28127,19225,28127,2
19225 - 28130,19225,28130,3
19225 - 28134,19225,28134,5
19225 - 28137,19225,28137,2
19225 - 28145,19225,28145,1
19225 - 28148,19225,28148,5
19225 - 28172,19225,28172,2
19225 - 28903,19225,28903,5
19230 - 28005,19230,28005,17
19230 - 28006,19230,28006,4
19230 - 28007,19230,28007,1
19230 - 28009,19230,28009,2
19230 - 28014,19230,28014,1
19230 - 28032,19230,28032,1
19230 - 28049,19230,28049,1
19230 - 28068,19230,28068,2
19230 - 28074,19230,28074,3
19230 - 28075,19230,28075,1
19230 - 28079-01,19230,28079-01,4
19230 - 28079-03,19230,28079-03,6
19230 - 28079-04,19230,28079-04,6
19230 - 28079-05,19230,28079-05,3
19230 - 28079-09,19230,28079-09,1
19230 - 28079-11,19230,28079-11,2
19230 - 28079-15,19230,28079-15,2
19230 - 28079-16,19230,28079-16,2
19230 - 28079-18,19230,28079-18,2
19230 - 28079-20,19230,28079-20,5
19230 - 28079-21,19230,28079-21,2
19230 - 28104,19230,28104,2
19230 - 28123,19230,28123,2
19230 - 28127,19230,28127,1
19230 - 28130,19230,28130,2
19230 - 28134,19230,28134,2
19230 - 28148,19230,28148,4
19280 - 28001,19280,28001,1
19280 - 28002,19280,28002,14
19280 - 28004,19280,28004,3
19280 - 28005,19280,28005,169
19280 - 28006,19280,28006,45
19280 - 28007,19280,28007,9
19280 - 28009,19280,28009,15
19280 - 28013,19280,28013,8
19280 - 28014,19280,28014,9
19280 - 28018,19280,28018,1
19280 - 28024,19280,28024,2
19280 - 28026,19280,28026,1
19280 - 28032,19280,28032,11
19280 - 28033,19280,28033,2
19280 - 28040,19280,28040,4
19280 - 28041,19280,28041,2
19280 - 28045,19280,28045,3
19280 - 28046,19280,28046,1
19280 - 28047,19280,28047,3
19280 - 28049,19280,28049,14
19280 - 28053,19280,28053,10
19280 - 28057,19280,28057,1
19280 - 28058,19280,28058,5
19280 - 28059,19280,28059,4
19280 - 28065,19280,28065,4
19280 - 28067,19280,28067,1
19280 - 28073,19280,28073,1
19280 - 28074,19280,28074,2
19280 - 28075,19280,28075,3
19280 - 28079,19280,28079,4
19280 - 28079-01,19280,28079-01,15
19280 - 28079-02,19280,28079-02,7
19280 - 28079-03,19280,28079-03,13
19280 - 28079-04,19280,28079-04,10
19280 - 28079-05,19280,28079-05,28
19280 - 28079-06,19280,28079-06,21
19280 - 28079-07,19280,28079-07,10
19280 - 28079-08,19280,28079-08,18
19280 - 28079-09,19280,28079-09,8
19280 - 28079-10,19280,28079-10,4
19280 - 28079-11,19280,28079-11,8
19280 - 28079-12,19280,28079-12,2
19280 - 28079-13,19280,28079-13,2
19280 - 28079-15,19280,28079-15,16
19280 - 28079-16,19280,28079-16,21
19280 - 28079-17,19280,28079-17,10
19280 - 28079-18,19280,28079-18,13
19280 - 28079-19,19280,28079-19,5
19280 - 28079-20,19280,28079-20,25
19280 - 28079-21,19280,28079-21,18
19280 - 28080,19280,28080,3
19280 - 28083,19280,28083,19
19280 - 28084,19280,28084,1
19280 - 28092,19280,28092,2
19280 - 28096,19280,28096,1
19280 - 28100,19280,28100,1
19280 - 28104,19280,28104,5
19280 - 28106,19280,28106,3
19280 - 28113,19280,28113,2
19280 - 28115,19280,28115,7
19280 - 28122,19280,28122,2
19280 - 28123,19280,28123,1
19280 - 28127,19280,28127,7
19280 - 28129,19280,28129,3
19280 - 28130,19280,28130,16
19280 - 28134,19280,28134,18
19280 - 28148,19280,28148,20
19280 - 28156,19280,28156,7
19280 - 28162,19280,28162,2
19280 - 28164,19280,28164,2
19280 - 28167,19280,28167,1
19280 - 28172,19280,28172,3
19280 - 28903,19280,28903,6
19286 - 28005,19286,28005,14
19286 - 28006,19286,28006,2
19286 - 28007,19286,28007,1
19286 - 28047,19286,28047,1
19286 - 28049,19286,28049,3
19286 - 28058,19286,28058,1
19286 - 28074,19286,28074,1
19286 - 28079,19286,28079,1
19286 - 28079-01,19286,28079-01,3
19286 - 28079-04,19286,28079-04,2
19286 - 28079-07,19286,28079-07,1
19286 - 28079-08,19286,28079-08,2
19286 - 28079-09,19286,28079-09,1
19286 - 28079-13,19286,28079-13,2
19286 - 28079-14,19286,28079-14,1
19286 - 28079-15,19286,28079-15,1
19286 - 28079-16,19286,28079-16,1
19286 - 28079-19,19286,28079-19,1
19286 - 28079-20,19286,28079-20,2
19286 - 28079-21,19286,28079-21,3
19286 - 28083,19286,28083,2
19286 - 28115,19286,28115,1
19286 - 28127,19286,28127,2
19286 - 28134,19286,28134,2
19297 - 28079-15,19297,28079-15,1
19297 - 28079-18,19297,28079-18,1
19300 - 28001,19300,28001,1
19300 - 28002,19300,28002,1
19300 - 28005,19300,28005,25
19300 - 28006,19300,28006,7
19300 - 28007,19300,28007,3
19300 - 28009,19300,28009,3
19300 - 28013,19300,28013,1
19300 - 28014,19300,28014,3
19300 - 28022,19300,28022,1
19300 - 28049,19300,28049,2
19300 - 28050,19300,28050,1
19300 - 28065,19300,28065,2
19300 - 28074,19300,28074,1
19300 - 28079-01,19300,28079-01,6
19300 - 28079-03,19300,28079-03,1
19300 - 28079-04,19300,28079-04,3
19300 - 28079-05,19300,28079-05,9
19300 - 28079-08,19300,28079-08,2
19300 - 28079-09,19300,28079-09,2
19300 - 28079-10,19300,28079-10,1
19300 - 28079-12,19300,28079-12,1
19300 - 28079-15,19300,28079-15,6
19300 - 28079-16,19300,28079-16,1
19300 - 28079-19,19300,28079-19,2
19300 - 28079-20,19300,28079-20,1
19300 - 28079-21,19300,28079-21,6
19300 - 28080,19300,28080,4
19300 - 28083,19300,28083,1
19300 - 28084,19300,28084,1
19300 - 28104,19300,28104,1
19300 - 28115,19300,28115,1
19300 - 28127,19300,28127,1
19300 - 28130,19300,28130,1
19300 - 28134,19300,28134,1
19300 - 28148,19300,28148,4
19300 - 28154,19300,28154,1
19300 - 28156,19300,28156,4
19300 - 28161,19300,28161,1
19300 - 28172,19300,28172,1
19319 - 28002,19319,28002,6
19319 - 28004,19319,28004,5
19319 - 28005,19319,28005,272
19319 - 28006,19319,28006,32
19319 - 28007,19319,28007,7
19319 - 28009,19319,28009,10
19319 - 28010,19319,28010,1
19319 - 28013,19319,28013,5
19319 - 28014,19319,28014,7
19319 - 28015,19319,28015,1
19319 - 28022,19319,28022,3
19319 - 28024,19319,28024,2
19319 - 28026,19319,28026,1
19319 - 28032,19319,28032,9
19319 - 28038,19319,28038,1
19319 - 28040,19319,28040,1
19319 - 28041,19319,28041,1
19319 - 28042,19319,28042,1
19319 - 28045,19319,28045,5
19319 - 28047,19319,28047,5
19319 - 28049,19319,28049,34
19319 - 28053,19319,28053,8
19319 - 28057,19319,28057,1
19319 - 28058,19319,28058,6
19319 - 28061,19319,28061,1
19319 - 28065,19319,28065,10
19319 - 28066,19319,28066,1
19319 - 28067,19319,28067,1
19319 - 28074,19319,28074,8
19319 - 28075,19319,28075,4
19319 - 28079,19319,28079,12
19319 - 28079-01,19319,28079-01,25
19319 - 28079-02,19319,28079-02,12
19319 - 28079-03,19319,28079-03,16
19319 - 28079-04,19319,28079-04,28
19319 - 28079-05,19319,28079-05,39
19319 - 28079-06,19319,28079-06,25
19319 - 28079-07,19319,28079-07,11
19319 - 28079-08,19319,28079-08,13
19319 - 28079-09,19319,28079-09,7
19319 - 28079-10,19319,28079-10,7
19319 - 28079-11,19319,28079-11,8
19319 - 28079-12,19319,28079-12,5
19319 - 28079-13,19319,28079-13,7
19319 - 28079-14,19319,28079-14,10
19319 - 28079-15,19319,28079-15,27
19319 - 28079-16,19319,28079-16,21
19319 - 28079-17,19319,28079-17,4
19319 - 28079-18,19319,28079-18,10
19319 - 28079-19,19319,28079-19,6
19319 - 28079-20,19319,28079-20,42
19319 - 28079-21,19319,28079-21,37
19319 - 28080,19319,28080,1
19319 - 28083,19319,28083,51
19319 - 28084,19319,28084,5
19319 - 28092,19319,28092,2
19319 - 28096,19319,28096,1
19319 - 28104,19319,28104,6
19319 - 28113,19319,28113,3
19319 - 28115,19319,28115,8
19319 - 28123,19319,28123,1
19319 - 28127,19319,28127,11
19319 - 28129,19319,28129,2
19319 - 28130,19319,28130,14
19319 - 28134,19319,28134,4
19319 - 28137,19319,28137,1
19319 - 28146,19319,28146,1
19319 - 28148,19319,28148,42
19319 - 28156,19319,28156,2
19319 - 28161,19319,28161,1
19319 - 28164,19319,28164,1
19319 - 28167,19319,28167,1
19319 - 28172,19319,28172,2
19319 - 28176,19319,28176,1
19319 - 28903,19319,28903,9
19326 - 28001,19326,28001,1
19326 - 28002,19326,28002,2
19326 - 28004,19326,28004,2
19326 - 28005,19326,28005,35
19326 - 28006,19326,28006,18
19326 - 28007,19326,28007,5
19326 - 28009,19326,28009,1
19326 - 28013,19326,28013,3
19326 - 28014,19326,28014,4
19326 - 28022,19326,28022,1
19326 - 28032,19326,28032,2
19326 - 28047,19326,28047,1
19326 - 28049,19326,28049,7
19326 - 28055,19326,28055,2
19326 - 28058,19326,28058,1
19326 - 28061,19326,28061,1
19326 - 28065,19326,28065,3
19326 - 28073,19326,28073,2
19326 - 28074,19326,28074,2
19326 - 28079,19326,28079,1
19326 - 28079-01,19326,28079-01,8
19326 - 28079-02,19326,28079-02,5
19326 - 28079-03,19326,28079-03,11
19326 - 28079-04,19326,28079-04,12
19326 - 28079-05,19326,28079-05,9
19326 - 28079-06,19326,28079-06,7
19326 - 28079-07,19326,28079-07,3
19326 - 28079-08,19326,28079-08,10
19326 - 28079-09,19326,28079-09,1
19326 - 28079-10,19326,28079-10,2
19326 - 28079-11,19326,28079-11,1
19326 - 28079-12,19326,28079-12,2
19326 - 28079-13,19326,28079-13,4
19326 - 28079-15,19326,28079-15,6
19326 - 28079-16,19326,28079-16,8
19326 - 28079-17,19326,28079-17,3
19326 - 28079-18,19326,28079-18,1
19326 - 28079-19,19326,28079-19,1
19326 - 28079-20,19326,28079-20,8
19326 - 28079-21,19326,28079-21,3
19326 - 28083,19326,28083,12
19326 - 28104,19326,28104,1
19326 - 28107,19326,28107,1
19326 - 28115,19326,28115,1
19326 - 28123,19326,28123,1
19326 - 28127,19326,28127,2
19326 - 28129,19326,28129,1
19326 - 28130,19326,28130,5
19326 - 28134,19326,28134,2
19326 - 28148,19326,28148,2
19326 - 28154,19326,28154,4
19326 - 28156,19326,28156,1
19326 - 28162,19326,28162,1
19326 - 28167,19326,28167,1
19326 - 28903,19326,28903,1
19331 - 28004,19331,28004,1
19331 - 28005,19331,28005,33
19331 - 28006,19331,28006,12
19331 - 28009,19331,28009,2
19331 - 28013,19331,28013,1
19331 - 28014,19331,28014,3
19331 - 28015,19331,28015,1
19331 - 28032,19331,28032,2
19331 - 28047,19331,28047,2
19331 - 28049,19331,28049,3
19331 - 28053,19331,28053,1
19331 - 28058,19331,28058,1
19331 - 28065,19331,28065,2
19331 - 28066,19331,28066,1
19331 - 28068,19331,28068,1
19331 - 28073,19331,28073,1
19331 - 28074,19331,28074,1
19331 - 28075,19331,28075,2
19331 - 28079,19331,28079,1
19331 - 28079-01,19331,28079-01,7
19331 - 28079-02,19331,28079-02,2
19331 - 28079-03,19331,28079-03,5
19331 - 28079-04,19331,28079-04,5
19331 - 28079-05,19331,28079-05,11
19331 - 28079-06,19331,28079-06,8
19331 - 28079-07,19331,28079-07,8
19331 - 28079-08,19331,28079-08,7
19331 - 28079-09,19331,28079-09,3
19331 - 28079-10,19331,28079-10,1
19331 - 28079-11,19331,28079-11,1
19331 - 28079-12,19331,28079-12,1
19331 - 28079-13,19331,28079-13,2
19331 - 28079-15,19331,28079-15,5
19331 - 28079-16,19331,28079-16,6
19331 - 28079-17,19331,28079-17,3
19331 - 28079-18,19331,28079-18,3
19331 - 28079-20,19331,28079-20,4
19331 - 28079-21,19331,28079-21,2
19331 - 28083,19331,28083,13
19331 - 28092,19331,28092,1
19331 - 28096,19331,28096,1
19331 - 28115,19331,28115,3
19331 - 28123,19331,28123,1
19331 - 28127,19331,28127,2
19331 - 28129,19331,28129,1
19331 - 28130,19331,28130,3
19331 - 28134,19331,28134,3
19331 - 28137,19331,28137,2
19331 - 28148,19331,28148,4
19331 - 28154,19331,28154,1
19331 - 28161,19331,28161,1
19331 - 28162,19331,28162,1
19331 - 28903,19331,28903,6
28001 - 28001,28001,28001,5
28001 - 28006,28001,28006,1
28001 - 28070,28001,28070,1
28001 - 28079-03,28001,28079-03,1
28001 - 28079-05,28001,28079-05,1
28001 - 28079-08,28001,28079-08,1
28001 - 28079-11,28001,28079-11,2
28001 - 28079-13,28001,28079-13,1
28001 - 28088,28001,28088,1
28001 - 28175,28001,28175,1
28002 - 28002,28002,28002,417
28002 - 28005,28002,28005,93
28002 - 28006,28002,28006,72
28002 - 28007,28002,28007,7
28002 - 28009,28002,28009,22
28002 - 28013,28002,28013,1
28002 - 28014,28002,28014,9
28002 - 28022,28002,28022,2
28002 - 28030,28002,28030,1
28002 - 28032,28002,28032,4
28002 - 28041,28002,28041,15
28002 - 28042,28002,28042,3
28002 - 28045,28002,28045,4
28002 - 28049,28002,28049,44
28002 - 28053,28002,28053,67
28002 - 28057,28002,28057,2
28002 - 28058,28002,28058,4
28002 - 28059,28002,28059,4
28002 - 28061,28002,28061,1
28002 - 28065,28002,28065,11
28002 - 28068,28002,28068,1
28002 - 28073,28002,28073,1
28002 - 28074,28002,28074,4
28002 - 28075,28002,28075,3
28002 - 28079,28002,28079,13
28002 - 28079-01,28002,28079-01,34
28002 - 28079-02,28002,28079-02,20
28002 - 28079-03,28002,28079-03,25
28002 - 28079-04,28002,28079-04,27
28002 - 28079-05,28002,28079-05,52
28002 - 28079-06,28002,28079-06,27
28002 - 28079-07,28002,28079-07,27
28002 - 28079-08,28002,28079-08,35
28002 - 28079-09,28002,28079-09,30
28002 - 28079-10,28002,28079-10,13
28002 - 28079-11,28002,28079-11,6
28002 - 28079-12,28002,28079-12,1
28002 - 28079-13,28002,28079-13,3
28002 - 28079-14,28002,28079-14,2
28002 - 28079-15,28002,28079-15,56
28002 - 28079-16,28002,28079-16,38
28002 - 28079-17,28002,28079-17,7
28002 - 28079-18,28002,28079-18,10
28002 - 28079-19,28002,28079-19,8
28002 - 28079-20,28002,28079-20,68
28002 - 28079-21,28002,28079-21,77
28002 - 28080,28002,28080,4
28002 - 28083,28002,28083,5
28002 - 28084,28002,28084,1
28002 - 28092,28002,28092,2
28002 - 28100,28002,28100,1
28002 - 28104,28002,28104,52
28002 - 28113,28002,28113,1
28002 - 28115,28002,28115,7
28002 - 28121,28002,28121,1
28002 - 28122,28002,28122,1
28002 - 28123,28002,28123,4
28002 - 28127,28002,28127,8
28002 - 28129,28002,28129,2
28002 - 28130,28002,28130,23
28002 - 28134,28002,28134,57
28002 - 28145,28002,28145,1
28002 - 28148,28002,28148,110
28002 - 28152,28002,28152,1
28002 - 28161,28002,28161,2
28002 - 28162,28002,28162,1
28002 - 28167,28002,28167,1
28002 - 28172,28002,28172,2
28002 - 28176,28002,28176,1
28002 - 28181,28002,28181,1
28002 - 28902,28002,28902,1
28002 - 28903,28002,28903,25
28003 - 28003,28003,28003,10
28003 - 28006,28003,28006,5
28003 - 28009,28003,28009,1
28003 - 28013,28003,28013,1
28003 - 28014,28003,28014,1
28003 - 28022,28003,28022,1
28003 - 28034,28003,28034,1
28003 - 28041,28003,28041,1
28003 - 28045,28003,28045,1
28003 - 28047,28003,28047,2
28003 - 28058,28003,28058,1
28003 - 28062,28003,28062,1
28003 - 28063,28003,28063,1
28003 - 28064,28003,28064,1
28003 - 28069,28003,28069,1
28003 - 28079,28003,28079,2
28003 - 28079-01,28003,28079-01,1
28003 - 28079-04,28003,28079-04,5
28003 - 28079-05,28003,28079-05,3
28003 - 28079-06,28003,28079-06,3
28003 - 28079-07,28003,28079-07,2
28003 - 28079-09,28003,28079-09,2
28003 - 28079-12,28003,28079-12,1
28003 - 28079-15,28003,28079-15,1
28003 - 28079-16,28003,28079-16,1
28003 - 28088,28003,28088,1
28003 - 28097,28003,28097,1
28003 - 28112,28003,28112,10
28003 - 28120,28003,28120,3
28003 - 28123,28003,28123,1
28003 - 28130,28003,28130,1
28003 - 28131,28003,28131,1
28003 - 28134,28003,28134,2
28003 - 28148,28003,28148,2
28004 - 28002,28004,28002,2
28004 - 28004,28004,28004,453
28004 - 28005,28004,28005,7
28004 - 28006,28004,28006,15
28004 - 28007,28004,28007,108
28004 - 28008,28004,28008,2
28004 - 28009,28004,28009,3
28004 - 28013,28004,28013,5
28004 - 28014,28004,28014,4
28004 - 28015,28004,28015,88
28004 - 28017,28004,28017,12
28004 - 28022,28004,28022,16
28004 - 28026,28004,28026,5
28004 - 28031,28004,28031,1
28004 - 28036,28004,28036,2
28004 - 28040,28004,28040,9
28004 - 28044,28004,28044,1
28004 - 28045,28004,28045,2
28004 - 28049,28004,28049,3
28004 - 28050,28004,28050,4
28004 - 28053,28004,28053,1
28004 - 28054,28004,28054,2
28004 - 28058,28004,28058,66
28004 - 28061,28004,28061,1
28004 - 28065,28004,28065,59
28004 - 28066,28004,28066,22
28004 - 28073,28004,28073,38
28004 - 28074,28004,28074,77
28004 - 28079,28004,28079,25
28004 - 28079-01,28004,28079-01,56
28004 - 28079-02,28004,28079-02,41
28004 - 28079-03,28004,28079-03,55
28004 - 28079-04,28004,28079-04,64
28004 - 28079-05,28004,28079-05,56
28004 - 28079-06,28004,28079-06,58
28004 - 28079-07,28004,28079-07,40
28004 - 28079-08,28004,28079-08,41
28004 - 28079-09,28004,28079-09,56
28004 - 28079-10,28004,28079-10,33
28004 - 28079-11,28004,28079-11,35
28004 - 28079-12,28004,28079-12,24
28004 - 28079-13,28004,28079-13,19
28004 - 28079-14,28004,28079-14,9
28004 - 28079-15,28004,28079-15,29
28004 - 28079-16,28004,28079-16,37
28004 - 28079-17,28004,28079-17,23
28004 - 28079-18,28004,28079-18,30
28004 - 28079-19,28004,28079-19,4
28004 - 28079-20,28004,28079-20,63
28004 - 28079-21,28004,28079-21,28
28004 - 28080,28004,28080,30
28004 - 28084,28004,28084,2
28004 - 28085,28004,28085,1
28004 - 28089,28004,28089,4
28004 - 28090,28004,28090,1
28004 - 28092,28004,28092,183
28004 - 28096,28004,28096,167
28004 - 28106,28004,28106,14
28004 - 28108,28004,28108,1
28004 - 28113,28004,28113,11
28004 - 28115,28004,28115,46
28004 - 28119,28004,28119,1
28004 - 28123,28004,28123,1
28004 - 28127,28004,28127,25
28004 - 28130,28004,28130,6
28004 - 28131,28004,28131,1
28004 - 28132,28004,28132,4
28004 - 28134,28004,28134,8
28004 - 28140,28004,28140,16
28004 - 28141,28004,28141,12
28004 - 28148,28004,28148,3
28004 - 28149,28004,28149,5
28004 - 28161,28004,28161,9
28004 - 28167,28004,28167,1
28004 - 28169,28004,28169,1
28004 - 28171,28004,28171,2
28004 - 28176,28004,28176,12
28004 - 28178,28004,28178,1
28004 - 28180,28004,28180,1
28004 - 28181,28004,28181,27
28004 - 28903,28004,28903,10
28005 - 28001,28005,28001,1
28005 - 28002,28005,28002,372
28005 - 28004,28005,28004,4
28005 - 28005,28005,28005,25793
28005 - 28006,28005,28006,1715
28005 - 28007,28005,28007,218
28005 - 28009,28005,28009,181
28005 - 28010,28005,28010,3
28005 - 28011,28005,28011,4
28005 - 28012,28005,28012,48
28005 - 28013,28005,28013,84
28005 - 28014,28005,28014,520
28005 - 28015,28005,28015,29
28005 - 28019,28005,28019,1
28005 - 28020,28005,28020,1
28005 - 28021,28005,28021,1
28005 - 28022,28005,28022,68
28005 - 28023,28005,28023,2
28005 - 28024,28005,28024,20
28005 - 28025,28005,28025,1
28005 - 28026,28005,28026,3
28005 - 28028,28005,28028,5
28005 - 28029,28005,28029,1
28005 - 28031,28005,28031,1
28005 - 28032,28005,28032,537
28005 - 28033,28005,28033,39
28005 - 28035,28005,28035,2
28005 - 28036,28005,28036,2
28005 - 28038,28005,28038,2
28005 - 28040,28005,28040,81
28005 - 28041,28005,28041,68
28005 - 28042,28005,28042,8
28005 - 28043,28005,28043,2
28005 - 28044,28005,28044,6
28005 - 28045,28005,28045,57
28005 - 28046,28005,28046,5
28005 - 28047,28005,28047,24
28005 - 28048,28005,28048,3
28005 - 28049,28005,28049,990
28005 - 28050,28005,28050,5
28005 - 28052,28005,28052,1
28005 - 28053,28005,28053,550
28005 - 28054,28005,28054,9
28005 - 28055,28005,28055,5
28005 - 28057,28005,28057,7
28005 - 28058,28005,28058,166
28005 - 28059,28005,28059,37
28005 - 28060,28005,28060,2
28005 - 28061,28005,28061,21
28005 - 28063,28005,28063,2
28005 - 28065,28005,28065,372
28005 - 28066,28005,28066,11
28005 - 28067,28005,28067,4
28005 - 28068,28005,28068,8
28005 - 28072,28005,28072,3
28005 - 28073,28005,28073,27
28005 - 28074,28005,28074,192
28005 - 28075,28005,28075,287
28005 - 28079,28005,28079,428
28005 - 28079-01,28005,28079-01,1347
28005 - 28079-02,28005,28079-02,770
28005 - 28079-03,28005,28079-03,978
28005 - 28079-04,28005,28079-04,1735
28005 - 28079-05,28005,28079-05,2080
28005 - 28079-06,28005,28079-06,1299
28005 - 28079-07,28005,28079-07,1143
28005 - 28079-08,28005,28079-08,1354
28005 - 28079-09,28005,28079-09,966
28005 - 28079-10,28005,28079-10,345
28005 - 28079-11,28005,28079-11,305
28005 - 28079-12,28005,28079-12,330
28005 - 28079-13,28005,28079-13,377
28005 - 28079-14,28005,28079-14,139
28005 - 28079-15,28005,28079-15,1278
28005 - 28079-16,28005,28079-16,1456
28005 - 28079-17,28005,28079-17,442
28005 - 28079-18,28005,28079-18,551
28005 - 28079-19,28005,28079-19,169
28005 - 28079-20,28005,28079-20,2361
28005 - 28079-21,28005,28079-21,1535
28005 - 28080,28005,28080,194
28005 - 28082,28005,28082,3
28005 - 28083,28005,28083,1141
28005 - 28084,28005,28084,185
28005 - 28086,28005,28086,6
28005 - 28087,28005,28087,1
28005 - 28089,28005,28089,4
28005 - 28090,28005,28090,8
28005 - 28091,28005,28091,8
28005 - 28092,28005,28092,78
28005 - 28093,28005,28093,1
28005 - 28094,28005,28094,1
28005 - 28096,28005,28096,35
28005 - 28100,28005,28100,31
28005 - 28101,28005,28101,2
28005 - 28102,28005,28102,7
28005 - 28104,28005,28104,138
28005 - 28106,28005,28106,76
28005 - 28107,28005,28107,2
28005 - 28108,28005,28108,2
28005 - 28110,28005,28110,1
28005 - 28111,28005,28111,4
28005 - 28113,28005,28113,175
28005 - 28115,28005,28115,602
28005 - 28116,28005,28116,2
28005 - 28118,28005,28118,1
28005 - 28120,28005,28120,1
28005 - 28121,28005,28121,5
28005 - 28122,28005,28122,7
28005 - 28123,28005,28123,355
28005 - 28127,28005,28127,350
28005 - 28128,28005,28128,13
28005 - 28129,28005,28129,54
28005 - 28130,28005,28130,906
28005 - 28131,28005,28131,3
28005 - 28132,28005,28132,18
