status,distance,duration,origin,destination,mode,traffic,departure_time,origin_ine_code,dest_ine_code,duration_in_traffic
ZERO_RESULTS,NA,NA,"28971 Griñón, Madrid, Spain","28691 Villanueva de la Cañada, Madrid, Spain",transit,NA,1530000000,28066,28176,NA
ZERO_RESULTS,NA,NA,"28971 Griñón, Madrid, Spain","Villanueva del Pardillo, 28229, Madrid, Spain",transit,NA,1530000000,28066,28177,NA
ZERO_RESULTS,NA,NA,"28971 Griñón, Madrid, Spain","Villaviciosa de Odón, Madrid, Spain",transit,NA,1530000000,28066,28181,NA
ZERO_RESULTS,NA,NA,"28971 Griñón, Madrid, Spain","28760 Tres Cantos, Madrid, Spain",transit,NA,1530000000,28066,28903,NA
OK,50704,8580,"28794 Guadalix de la Sierra, Madrid, Spain","28864 Ajalvir, Madrid, Spain",transit,NA,1530000000,28067,28002,NA
OK,96201,10500,"28794 Guadalix de la Sierra, Madrid, Spain","Alcala de Henares, Madrid, Spain",transit,NA,1530000000,28067,28005,NA
OK,45436,6373,"28794 Guadalix de la Sierra, Madrid, Spain","Alcobendas, Madrid, Spain",transit,NA,1530000000,28067,28006,NA
OK,75309,10545,"28794 Guadalix de la Sierra, Madrid, Spain","Alcorcón, Madrid, Spain",transit,NA,1530000000,28067,28007,NA
OK,42872,7740,"28794 Guadalix de la Sierra, Madrid, Spain","28110 Algete, Madrid, Spain",transit,NA,1530000000,28067,28009,NA
OK,98768,12000,"28794 Guadalix de la Sierra, Madrid, Spain","Alpedrete, Madrid, Spain",transit,NA,1530000000,28067,28010,NA
OK,88378,11847,"28794 Guadalix de la Sierra, Madrid, Spain","Arganda del Rey, 28500, Madrid, Spain",transit,NA,1530000000,28067,28014,NA
OK,19497,5100,"28794 Guadalix de la Sierra, Madrid, Spain","28192 El Berrueco, Madrid, Spain",transit,NA,1530000000,28067,28021,NA
OK,82093,12989,"28794 Guadalix de la Sierra, Madrid, Spain","Boadilla del Monte, Madrid, Spain",transit,NA,1530000000,28067,28022,NA
ZERO_RESULTS,NA,NA,"28794 Guadalix de la Sierra, Madrid, Spain","28413 El Boalo, Madrid, Spain",transit,NA,1530000000,28067,28023,NA
OK,29102,3879,"28794 Guadalix de la Sierra, Madrid, Spain","28730 Buitrago del Lozoya, Madrid, Spain",transit,NA,1530000000,28067,28027,NA
ZERO_RESULTS,NA,NA,"28794 Guadalix de la Sierra, Madrid, Spain","Bustarviejo, 28720, Madrid, Spain",transit,NA,1530000000,28067,28028,NA
OK,9064,960,"28794 Guadalix de la Sierra, Madrid, Spain","28721 Cabanillas de la Sierra, Madrid, Spain",transit,NA,1530000000,28067,28029,NA
OK,14023,2520,"28794 Guadalix de la Sierra, Madrid, Spain","28751 La Cabrera, Madrid, Spain",transit,NA,1530000000,28067,28030,NA
ZERO_RESULTS,NA,NA,"28794 Guadalix de la Sierra, Madrid, Spain","Casarrubuelos, 28977, Madrid, Spain",transit,NA,1530000000,28067,28036,NA
OK,113780,13140,"28794 Guadalix de la Sierra, Madrid, Spain","Cercedilla, Madrid, Spain",transit,NA,1530000000,28067,28038,NA
OK,95563,11400,"28794 Guadalix de la Sierra, Madrid, Spain","28350 Ciempozuelos, Madrid, Spain",transit,NA,1530000000,28067,28040,NA
OK,46326,8220,"28794 Guadalix de la Sierra, Madrid, Spain","28863 Cobeña, Madrid, Spain",transit,NA,1530000000,28067,28041,NA
ZERO_RESULTS,NA,NA,"28794 Guadalix de la Sierra, Madrid, Spain","Colmenarejo, Madrid, Spain",transit,NA,1530000000,28067,28044,NA
OK,77218,29340,"28794 Guadalix de la Sierra, Madrid, Spain","28770 Colmenar Viejo, Madrid, Spain",transit,NA,1530000000,28067,28045,NA
OK,104762,12480,"28794 Guadalix de la Sierra, Madrid, Spain","Collado Mediano, Madrid, Spain",transit,NA,1530000000,28067,28046,NA
OK,94108,10860,"28794 Guadalix de la Sierra, Madrid, Spain","28400 Collado Villalba, Madrid, Spain",transit,NA,1530000000,28067,28047,NA
OK,78073,10020,"28794 Guadalix de la Sierra, Madrid, Spain","Coslada, Madrid, Spain",transit,NA,1530000000,28067,28049,NA
OK,52529,8820,"28794 Guadalix de la Sierra, Madrid, Spain","28814 Daganzo de Arriba, Madrid, Spain",transit,NA,1530000000,28067,28053,NA
OK,83452,10920,"28794 Guadalix de la Sierra, Madrid, Spain","Fuenlabrada, Madrid, Spain",transit,NA,1530000000,28067,28058,NA
OK,37666,5820,"28794 Guadalix de la Sierra, Madrid, Spain","28140 Fuente el Saz de Jarama, Madrid, Spain",transit,NA,1530000000,28067,28059,NA
ZERO_RESULTS,NA,NA,"28794 Guadalix de la Sierra, Madrid, Spain","28597 Fuentidueña de Tajo, Madrid, Spain",transit,NA,1530000000,28067,28060,NA
OK,91135,11991,"28794 Guadalix de la Sierra, Madrid, Spain","Galapagar, Madrid, Spain",transit,NA,1530000000,28067,28061,NA
OK,76481,10140,"28794 Guadalix de la Sierra, Madrid, Spain","Getafe, Madrid, Spain",transit,NA,1530000000,28067,28065,NA
OK,0,0,"28794 Guadalix de la Sierra, Madrid, Spain","28794 Guadalix de la Sierra, Madrid, Spain",transit,NA,1530000000,28067,28067,NA
OK,104540,12720,"28794 Guadalix de la Sierra, Madrid, Spain","Guadarrama, 28440, Madrid, Spain",transit,NA,1530000000,28067,28068,NA
OK,39178,8640,"28794 Guadalix de la Sierra, Madrid, Spain","28755 Horcajo de la Sierra, Madrid, Spain",transit,NA,1530000000,28067,28070,NA
ZERO_RESULTS,NA,NA,"28794 Guadalix de la Sierra, Madrid, Spain","28240 Hoyo de Manzanares, Madrid, Spain",transit,NA,1530000000,28067,28072,NA
OK,87399,11520,"28794 Guadalix de la Sierra, Madrid, Spain","Humanes de Madrid, Madrid, Spain",transit,NA,1530000000,28067,28073,NA
OK,77830,10500,"28794 Guadalix de la Sierra, Madrid, Spain","Leganés, Madrid, Spain",transit,NA,1530000000,28067,28074,NA
OK,54287,7209,"28794 Guadalix de la Sierra, Madrid, Spain","Madrid, Spain",transit,NA,1530000000,28067,28079,NA
OK,61476,8953,"28794 Guadalix de la Sierra, Madrid, Spain","Centro, Madrid, Spain",transit,NA,1530000000,28067,28079-01,NA
OK,64501,9255,"28794 Guadalix de la Sierra, Madrid, Spain","Arganzuela, Madrid, Spain",transit,NA,1530000000,28067,28079-02,NA
OK,62178,9256,"28794 Guadalix de la Sierra, Madrid, Spain","Retiro, Madrid, Spain",transit,NA,1530000000,28067,28079-03,NA
OK,59186,9264,"28794 Guadalix de la Sierra, Madrid, Spain","Salamanca, Madrid, Spain",transit,NA,1530000000,28067,28079-04,NA
ZERO_RESULTS,NA,NA,"28794 Guadalix de la Sierra, Madrid, Spain","05141 Chamartín, Ávila, Spain",transit,NA,1530000000,28067,28079-05,NA
OK,55803,8031,"28794 Guadalix de la Sierra, Madrid, Spain","Tetuán, Madrid, Spain",transit,NA,1530000000,28067,28079-06,NA
OK,59864,9352,"28794 Guadalix de la Sierra, Madrid, Spain","Chamberí, Madrid, Spain",transit,NA,1530000000,28067,28079-07,NA
ZERO_RESULTS,NA,NA,"28794 Guadalix de la Sierra, Madrid, Spain","Fuencarral-El Pardo, 28048 Madrid, Spain",transit,NA,1530000000,28067,28079-08,NA
OK,68674,11886,"28794 Guadalix de la Sierra, Madrid, Spain","Moncloa - Aravaca, Madrid, Spain",transit,NA,1530000000,28067,28079-09,NA
OK,65138,9120,"28794 Guadalix de la Sierra, Madrid, Spain","Latina, Madrid, Spain",transit,NA,1530000000,28067,28079-10,NA
OK,70266,10746,"28794 Guadalix de la Sierra, Madrid, Spain","Carabanchel, Madrid, Spain",transit,NA,1530000000,28067,28079-11,NA
OK,67288,10233,"28794 Guadalix de la Sierra, Madrid, Spain","Usera, Madrid, Spain",transit,NA,1530000000,28067,28079-12,NA
OK,67491,9740,"28794 Guadalix de la Sierra, Madrid, Spain","Puente de Vallecas, Madrid, Spain",transit,NA,1530000000,28067,28079-13,NA
OK,64146,9392,"28794 Guadalix de la Sierra, Madrid, Spain","Moratalaz, 28030 Madrid, Spain",transit,NA,1530000000,28067,28079-14,NA
OK,59871,9590,"28794 Guadalix de la Sierra, Madrid, Spain","Ciudad Lineal, Madrid, Spain",transit,NA,1530000000,28067,28079-15,NA
OK,59932,8925,"28794 Guadalix de la Sierra, Madrid, Spain","Hortaleza, Madrid, Spain",transit,NA,1530000000,28067,28079-16,NA
OK,72956,10313,"28794 Guadalix de la Sierra, Madrid, Spain","Villaverde, Madrid, Spain",transit,NA,1530000000,28067,28079-17,NA
OK,71433,10780,"28794 Guadalix de la Sierra, Madrid, Spain","Villa de Vallecas, Madrid, Spain",transit,NA,1530000000,28067,28079-18,NA
OK,70412,10935,"28794 Guadalix de la Sierra, Madrid, Spain","Vicálvaro, Madrid, Spain",transit,NA,1530000000,28067,28079-19,NA
OK,63966,9691,"28794 Guadalix de la Sierra, Madrid, Spain","San Blas, Madrid, Spain",transit,NA,1530000000,28067,28079-20,NA
OK,70023,10805,"28794 Guadalix de la Sierra, Madrid, Spain","Barajas, 28042 Madrid, Spain",transit,NA,1530000000,28067,28079-21,NA
OK,75768,12120,"28794 Guadalix de la Sierra, Madrid, Spain","Majadahonda, Madrid, Spain",transit,NA,1530000000,28067,28080,NA
ZERO_RESULTS,NA,NA,"28794 Guadalix de la Sierra, Madrid, Spain","28410 Manzanares el Real, Madrid, Spain",transit,NA,1530000000,28067,28082,NA
OK,95427,13041,"28794 Guadalix de la Sierra, Madrid, Spain","28880 Meco, Madrid, Spain",transit,NA,1530000000,28067,28083,NA
ZERO_RESULTS,NA,NA,"28794 Guadalix de la Sierra, Madrid, Spain","Mejorada del Campo, Madrid, Spain",transit,NA,1530000000,28067,28084,NA
ZERO_RESULTS,NA,NA,"28794 Guadalix de la Sierra, Madrid, Spain","28792 Miraflores de la Sierra, Madrid, Spain",transit,NA,1530000000,28067,28085,NA
OK,19892,3900,"28794 Guadalix de la Sierra, Madrid, Spain","28710 El Molar, Madrid, Spain",transit,NA,1530000000,28067,28086,NA
OK,108495,12720,"28794 Guadalix de la Sierra, Madrid, Spain","Los Molinos, Madrid, Spain",transit,NA,1530000000,28067,28087,NA
OK,46877,14520,"28794 Guadalix de la Sierra, Madrid, Spain","28190 Montejo de la Sierra, Madrid, Spain",transit,NA,1530000000,28067,28088,NA
ZERO_RESULTS,NA,NA,"28794 Guadalix de la Sierra, Madrid, Spain","Moralzarzal, Madrid, Spain",transit,NA,1530000000,28067,28090,NA
ZERO_RESULTS,NA,NA,"28794 Guadalix de la Sierra, Madrid, Spain","28530 Morata de Tajuña, Madrid, Spain",transit,NA,1530000000,28067,28091,NA
OK,84705,11675,"28794 Guadalix de la Sierra, Madrid, Spain","Móstoles, Madrid, Spain",transit,NA,1530000000,28067,28092,NA
OK,4651,540,"28794 Guadalix de la Sierra, Madrid, Spain","28729 Navalafuente, Madrid, Spain",transit,NA,1530000000,28067,28094,NA
OK,43643,6292,"28794 Guadalix de la Sierra, Madrid, Spain","Navarredonda y San Mamés, 28739, Madrid, Spain",transit,NA,1530000000,28067,28097,NA
OK,56916,10560,"28794 Guadalix de la Sierra, Madrid, Spain","Paracuellos de Jarama, Madrid, Spain",transit,NA,1530000000,28067,28104,NA
OK,87605,11225,"28794 Guadalix de la Sierra, Madrid, Spain","Parla, Madrid, Spain",transit,NA,1530000000,28067,28106,NA
OK,23370,8586,"28794 Guadalix de la Sierra, Madrid, Spain","28189 Patones, Madrid, Spain",transit,NA,1530000000,28067,28107,NA
OK,18331,5220,"28794 Guadalix de la Sierra, Madrid, Spain","28723 Pedrezuela, Madrid, Spain",transit,NA,1530000000,28067,28108,NA
ZERO_RESULTS,NA,NA,"28794 Guadalix de la Sierra, Madrid, Spain","28540 Perales de Tajuña, Madrid, Spain",transit,NA,1530000000,28067,28110,NA
OK,82753,10800,"28794 Guadalix de la Sierra, Madrid, Spain","28320 Pinto, Madrid, Spain",transit,NA,1530000000,28067,28113,NA
OK,69434,9420,"28794 Guadalix de la Sierra, Madrid, Spain","Pozuelo de Alarcón, Madrid, Spain",transit,NA,1530000000,28067,28115,NA
OK,76687,9840,"28794 Guadalix de la Sierra, Madrid, Spain","Las Rozas, Madrid, Spain",transit,NA,1530000000,28067,28127,NA
ZERO_RESULTS,NA,NA,"28794 Guadalix de la Sierra, Madrid, Spain","28649 Rozas de Puerto Real, Madrid, Spain",transit,NA,1530000000,28067,28128,NA
OK,26688,4500,"28794 Guadalix de la Sierra, Madrid, Spain","28750 San Agustín del Guadalix, Madrid, Spain",transit,NA,1530000000,28067,28129,NA
OK,75776,12011,"28794 Guadalix de la Sierra, Madrid, Spain","San Fernando de Henares, 28830, Madrid, Spain",transit,NA,1530000000,28067,28130,NA
ZERO_RESULTS,NA,NA,"28794 Guadalix de la Sierra, Madrid, Spain","28330 San Martín de la Vega, Madrid, Spain",transit,NA,1530000000,28067,28132,NA
OK,42908,6763,"28794 Guadalix de la Sierra, Madrid, Spain","San Sebastián de los Reyes, Madrid, Spain",transit,NA,1530000000,28067,28134,NA
ZERO_RESULTS,NA,NA,"28794 Guadalix de la Sierra, Madrid, Spain","28791 Soto del Real, Madrid, Spain",transit,NA,1530000000,28067,28144,NA
OK,25764,4920,"28794 Guadalix de la Sierra, Madrid, Spain","28160 Talamanca de Jarama, Madrid, Spain",transit,NA,1530000000,28067,28145,NA
OK,85838,9960,"28794 Guadalix de la Sierra, Madrid, Spain","Torrejón de Ardoz, Madrid, Spain",transit,NA,1530000000,28067,28148,NA
OK,15630,1685,"28794 Guadalix de la Sierra, Madrid, Spain","28180 Torrelaguna, Madrid, Spain",transit,NA,1530000000,28067,28151,NA
OK,123448,13501,"28794 Guadalix de la Sierra, Madrid, Spain","28250 Torrelodones, Madrid, Spain",transit,NA,1530000000,28067,28152,NA
ZERO_RESULTS,NA,NA,"28794 Guadalix de la Sierra, Madrid, Spain","28594 Valdaracete, Madrid, Spain",transit,NA,1530000000,28067,28155,NA
OK,25129,4080,"28794 Guadalix de la Sierra, Madrid, Spain","28722 El Vellón, Madrid, Spain",transit,NA,1530000000,28067,28168,NA
OK,6500,600,"28794 Guadalix de la Sierra, Madrid, Spain","28729 Venturada, Madrid, Spain",transit,NA,1530000000,28067,28169,NA
ZERO_RESULTS,NA,NA,"28794 Guadalix de la Sierra, Madrid, Spain","Villanueva de Perales, 28609, Madrid, Spain",transit,NA,1530000000,28067,28178,NA
OK,80447,10657,"28794 Guadalix de la Sierra, Madrid, Spain","Villaviciosa de Odón, Madrid, Spain",transit,NA,1530000000,28067,28181,NA
OK,20967,3060,"28794 Guadalix de la Sierra, Madrid, Spain","28752 Lozoyuela, Madrid, Spain",transit,NA,1530000000,28067,28901,NA
OK,32305,5132,"28794 Guadalix de la Sierra, Madrid, Spain","Puentes Viejas, Madrid, Spain",transit,NA,1530000000,28067,28902,NA
OK,71047,13620,"28794 Guadalix de la Sierra, Madrid, Spain","28760 Tres Cantos, Madrid, Spain",transit,NA,1530000000,28067,28903,NA
OK,75941,7980,"Guadarrama, 28440, Madrid, Spain","28864 Ajalvir, Madrid, Spain",transit,NA,1530000000,28068,28002,NA
OK,85821,7260,"Guadarrama, 28440, Madrid, Spain","Alcala de Henares, Madrid, Spain",transit,NA,1530000000,28068,28005,NA
OK,55775,6840,"Guadarrama, 28440, Madrid, Spain","Alcobendas, Madrid, Spain",transit,NA,1530000000,28068,28006,NA
OK,64719,6465,"Guadarrama, 28440, Madrid, Spain","Alcorcón, Madrid, Spain",transit,NA,1530000000,28068,28007,NA
ZERO_RESULTS,NA,NA,"Guadarrama, 28440, Madrid, Spain","28620 Aldea del Fresno, Madrid, Spain",transit,NA,1530000000,28068,28008,NA
OK,75335,9960,"Guadarrama, 28440, Madrid, Spain","28110 Algete, Madrid, Spain",transit,NA,1530000000,28068,28009,NA
OK,8984,2880,"Guadarrama, 28440, Madrid, Spain","Alpedrete, Madrid, Spain",transit,NA,1530000000,28068,28010,NA
OK,103418,8580,"Guadarrama, 28440, Madrid, Spain","28300 Aranjuez, Madrid, Spain",transit,NA,1530000000,28068,28013,NA
OK,83415,8637,"Guadarrama, 28440, Madrid, Spain","Arganda del Rey, 28500, Madrid, Spain",transit,NA,1530000000,28068,28014,NA
ZERO_RESULTS,NA,NA,"Guadarrama, 28440, Madrid, Spain","28939 Arroyomolinos, Madrid, Spain",transit,NA,1530000000,28068,28015,NA
ZERO_RESULTS,NA,NA,"Guadarrama, 28440, Madrid, Spain","Becerril de la Sierra, Madrid, Spain",transit,NA,1530000000,28068,28018,NA
OK,71308,8549,"Guadarrama, 28440, Madrid, Spain","Boadilla del Monte, Madrid, Spain",transit,NA,1530000000,28068,28022,NA
ZERO_RESULTS,NA,NA,"Guadarrama, 28440, Madrid, Spain","28413 El Boalo, Madrid, Spain",transit,NA,1530000000,28068,28023,NA
ZERO_RESULTS,NA,NA,"Guadarrama, 28440, Madrid, Spain","28510 Campo Real, Madrid, Spain",transit,NA,1530000000,28068,28033,NA
OK,23997,3900,"Guadarrama, 28440, Madrid, Spain","Cercedilla, Madrid, Spain",transit,NA,1530000000,28068,28038,NA
OK,88688,7920,"Guadarrama, 28440, Madrid, Spain","28350 Ciempozuelos, Madrid, Spain",transit,NA,1530000000,28068,28040,NA
OK,99656,12917,"Guadarrama, 28440, Madrid, Spain","28213 Colmenar del Arroyo, Madrid, Spain",transit,NA,1530000000,28068,28042,NA
ZERO_RESULTS,NA,NA,"Guadarrama, 28440, Madrid, Spain","Colmenarejo, Madrid, Spain",transit,NA,1530000000,28068,28044,NA
OK,75562,23090,"Guadarrama, 28440, Madrid, Spain","28770 Colmenar Viejo, Madrid, Spain",transit,NA,1530000000,28068,28045,NA
OK,14979,3240,"Guadarrama, 28440, Madrid, Spain","Collado Mediano, Madrid, Spain",transit,NA,1530000000,28068,28046,NA
OK,8049,2051,"Guadarrama, 28440, Madrid, Spain","28400 Collado Villalba, Madrid, Spain",transit,NA,1530000000,28068,28047,NA
OK,67429,6000,"Guadarrama, 28440, Madrid, Spain","Coslada, Madrid, Spain",transit,NA,1530000000,28068,28049,NA
OK,95676,8160,"Guadarrama, 28440, Madrid, Spain","28694 Chapinería, Madrid, Spain",transit,NA,1530000000,28068,28051,NA
ZERO_RESULTS,NA,NA,"Guadarrama, 28440, Madrid, Spain","El Escorial, Madrid, Spain",transit,NA,1530000000,28068,28054,NA
OK,90311,7620,"Guadarrama, 28440, Madrid, Spain","28214 Fresnedillas de la Oliva, Madrid, Spain",transit,NA,1530000000,28068,28056,NA
OK,74172,6300,"Guadarrama, 28440, Madrid, Spain","Fuenlabrada, Madrid, Spain",transit,NA,1530000000,28068,28058,NA
OK,72338,9300,"Guadarrama, 28440, Madrid, Spain","28140 Fuente el Saz de Jarama, Madrid, Spain",transit,NA,1530000000,28068,28059,NA
OK,24212,3960,"Guadarrama, 28440, Madrid, Spain","Galapagar, Madrid, Spain",transit,NA,1530000000,28068,28061,NA
OK,66942,5580,"Guadarrama, 28440, Madrid, Spain","Getafe, Madrid, Spain",transit,NA,1530000000,28068,28065,NA
OK,103761,14700,"Guadarrama, 28440, Madrid, Spain","28794 Guadalix de la Sierra, Madrid, Spain",transit,NA,1530000000,28068,28067,NA
OK,0,0,"Guadarrama, 28440, Madrid, Spain","Guadarrama, 28440, Madrid, Spain",transit,NA,1530000000,28068,28068,NA
ZERO_RESULTS,NA,NA,"Guadarrama, 28440, Madrid, Spain","28240 Hoyo de Manzanares, Madrid, Spain",transit,NA,1530000000,28068,28072,NA
OK,78091,7140,"Guadarrama, 28440, Madrid, Spain","Humanes de Madrid, Madrid, Spain",transit,NA,1530000000,28068,28073,NA
OK,68550,5880,"Guadarrama, 28440, Madrid, Spain","Leganés, Madrid, Spain",transit,NA,1530000000,28068,28074,NA
ZERO_RESULTS,NA,NA,"Guadarrama, 28440, Madrid, Spain","28890 Loeches, Madrid, Spain",transit,NA,1530000000,28068,28075,NA
OK,137129,14520,"Guadarrama, 28440, Madrid, Spain","28742 Lozoya, Madrid, Spain",transit,NA,1530000000,28068,28076,NA
OK,50333,4024,"Guadarrama, 28440, Madrid, Spain","Madrid, Spain",transit,NA,1530000000,28068,28079,NA
OK,51809,4596,"Guadarrama, 28440, Madrid, Spain","Centro, Madrid, Spain",transit,NA,1530000000,28068,28079-01,NA
OK,53552,4995,"Guadarrama, 28440, Madrid, Spain","Arganzuela, Madrid, Spain",transit,NA,1530000000,28068,28079-02,NA
OK,57872,5672,"Guadarrama, 28440, Madrid, Spain","Retiro, Madrid, Spain",transit,NA,1530000000,28068,28079-03,NA
OK,51636,4856,"Guadarrama, 28440, Madrid, Spain","Salamanca, Madrid, Spain",transit,NA,1530000000,28068,28079-04,NA
ZERO_RESULTS,NA,NA,"Guadarrama, 28440, Madrid, Spain","05141 Chamartín, Ávila, Spain",transit,NA,1530000000,28068,28079-05,NA
OK,53391,5044,"Guadarrama, 28440, Madrid, Spain","Tetuán, Madrid, Spain",transit,NA,1530000000,28068,28079-06,NA
OK,48813,4250,"Guadarrama, 28440, Madrid, Spain","Chamberí, Madrid, Spain",transit,NA,1530000000,28068,28079-07,NA
ZERO_RESULTS,NA,NA,"Guadarrama, 28440, Madrid, Spain","Fuencarral-El Pardo, 28048 Madrid, Spain",transit,NA,1530000000,28068,28079-08,NA
OK,55671,6483,"Guadarrama, 28440, Madrid, Spain","Moncloa - Aravaca, Madrid, Spain",transit,NA,1530000000,28068,28079-09,NA
OK,53657,4757,"Guadarrama, 28440, Madrid, Spain","Latina, Madrid, Spain",transit,NA,1530000000,28068,28079-10,NA
OK,58032,6771,"Guadarrama, 28440, Madrid, Spain","Carabanchel, Madrid, Spain",transit,NA,1530000000,28068,28079-11,NA
OK,56476,5690,"Guadarrama, 28440, Madrid, Spain","Usera, Madrid, Spain",transit,NA,1530000000,28068,28079-12,NA
OK,56847,5720,"Guadarrama, 28440, Madrid, Spain","Puente de Vallecas, Madrid, Spain",transit,NA,1530000000,28068,28079-13,NA
OK,59183,6062,"Guadarrama, 28440, Madrid, Spain","Moratalaz, 28030 Madrid, Spain",transit,NA,1530000000,28068,28079-14,NA
OK,57278,6265,"Guadarrama, 28440, Madrid, Spain","Ciudad Lineal, Madrid, Spain",transit,NA,1530000000,28068,28079-15,NA
OK,57516,5506,"Guadarrama, 28440, Madrid, Spain","Hortaleza, Madrid, Spain",transit,NA,1530000000,28068,28079-16,NA
OK,62507,6221,"Guadarrama, 28440, Madrid, Spain","Villaverde, Madrid, Spain",transit,NA,1530000000,28068,28079-17,NA
OK,61606,6529,"Guadarrama, 28440, Madrid, Spain","Villa de Vallecas, Madrid, Spain",transit,NA,1530000000,28068,28079-18,NA
OK,65184,6998,"Guadarrama, 28440, Madrid, Spain","Vicálvaro, Madrid, Spain",transit,NA,1530000000,28068,28079-19,NA
OK,59561,6064,"Guadarrama, 28440, Madrid, Spain","San Blas, Madrid, Spain",transit,NA,1530000000,28068,28079-20,NA
OK,63390,7132,"Guadarrama, 28440, Madrid, Spain","Barajas, 28042 Madrid, Spain",transit,NA,1530000000,28068,28079-21,NA
OK,43505,6060,"Guadarrama, 28440, Madrid, Spain","Majadahonda, Madrid, Spain",transit,NA,1530000000,28068,28080,NA
ZERO_RESULTS,NA,NA,"Guadarrama, 28440, Madrid, Spain","28410 Manzanares el Real, Madrid, Spain",transit,NA,1530000000,28068,28082,NA
ZERO_RESULTS,NA,NA,"Guadarrama, 28440, Madrid, Spain","28792 Miraflores de la Sierra, Madrid, Spain",transit,NA,1530000000,28068,28085,NA
OK,80611,9300,"Guadarrama, 28440, Madrid, Spain","28710 El Molar, Madrid, Spain",transit,NA,1530000000,28068,28086,NA
OK,18712,3480,"Guadarrama, 28440, Madrid, Spain","Los Molinos, Madrid, Spain",transit,NA,1530000000,28068,28087,NA
ZERO_RESULTS,NA,NA,"Guadarrama, 28440, Madrid, Spain","Moralzarzal, Madrid, Spain",transit,NA,1530000000,28068,28090,NA
ZERO_RESULTS,NA,NA,"Guadarrama, 28440, Madrid, Spain","28530 Morata de Tajuña, Madrid, Spain",transit,NA,1530000000,28068,28091,NA
OK,70951,7294,"Guadarrama, 28440, Madrid, Spain","Móstoles, Madrid, Spain",transit,NA,1530000000,28068,28092,NA
ZERO_RESULTS,NA,NA,"Guadarrama, 28440, Madrid, Spain","Puerto de Navacerrada, 111, 28491 Navacerrada, Madrid, Spain",transit,NA,1530000000,28068,28093,NA
OK,83027,10089,"Guadarrama, 28440, Madrid, Spain","Navalcarnero, 28600, Madrid, Spain",transit,NA,1530000000,28068,28096,NA
OK,99486,8700,"Guadarrama, 28440, Madrid, Spain","28695 Navas del Rey, Madrid, Spain",transit,NA,1530000000,28068,28099,NA
OK,70761,7500,"Guadarrama, 28440, Madrid, Spain","Paracuellos de Jarama, Madrid, Spain",transit,NA,1530000000,28068,28104,NA
OK,78066,6665,"Guadarrama, 28440, Madrid, Spain","Parla, Madrid, Spain",transit,NA,1530000000,28068,28106,NA
OK,75878,7320,"Guadarrama, 28440, Madrid, Spain","28320 Pinto, Madrid, Spain",transit,NA,1530000000,28068,28113,NA
OK,37985,5340,"Guadarrama, 28440, Madrid, Spain","Pozuelo de Alarcón, Madrid, Spain",transit,NA,1530000000,28068,28115,NA
ZERO_RESULTS,NA,NA,"Guadarrama, 28440, Madrid, Spain","Rascafría, Madrid, Spain",transit,NA,1530000000,28068,28120,NA
OK,100589,14940,"Guadarrama, 28440, Madrid, Spain","28721 Redueña, Madrid, Spain",transit,NA,1530000000,28068,28121,NA
OK,74698,7719,"Guadarrama, 28440, Madrid, Spain","Rivas-Vaciamadrid, Madrid, Spain",transit,NA,1530000000,28068,28123,NA
OK,97426,8280,"Guadarrama, 28440, Madrid, Spain","28294 Robledo de Chavela, Madrid, Spain",transit,NA,1530000000,28068,28125,NA
OK,25628,3360,"Guadarrama, 28440, Madrid, Spain","Las Rozas, Madrid, Spain",transit,NA,1530000000,28068,28127,NA
ZERO_RESULTS,NA,NA,"Guadarrama, 28440, Madrid, Spain","28649 Rozas de Puerto Real, Madrid, Spain",transit,NA,1530000000,28068,28128,NA
OK,73323,8640,"Guadarrama, 28440, Madrid, Spain","28750 San Agustín del Guadalix, Madrid, Spain",transit,NA,1530000000,28068,28129,NA
OK,71371,8384,"Guadarrama, 28440, Madrid, Spain","San Fernando de Henares, 28830, Madrid, Spain",transit,NA,1530000000,28068,28130,NA
OK,11027,1560,"Guadarrama, 28440, Madrid, Spain","San Lorenzo de El Escorial, Madrid, Spain",transit,NA,1530000000,28068,28131,NA
OK,113624,10740,"Guadarrama, 28440, Madrid, Spain","28680 San Martín de Valdeiglesias, Madrid, Spain",transit,NA,1530000000,28068,28133,NA
OK,61431,8743,"Guadarrama, 28440, Madrid, Spain","San Sebastián de los Reyes, Madrid, Spain",transit,NA,1530000000,28068,28134,NA
OK,29155,8239,"Guadarrama, 28440, Madrid, Spain","28296 Santa María de la Alameda, Madrid, Spain",transit,NA,1530000000,28068,28135,NA
ZERO_RESULTS,NA,NA,"Guadarrama, 28440, Madrid, Spain","28609 Sevilla la Nueva, Madrid, Spain",transit,NA,1530000000,28068,28141,NA
ZERO_RESULTS,NA,NA,"Guadarrama, 28440, Madrid, Spain","28791 Soto del Real, Madrid, Spain",transit,NA,1530000000,28068,28144,NA
OK,75459,6480,"Guadarrama, 28440, Madrid, Spain","Torrejón de Ardoz, Madrid, Spain",transit,NA,1530000000,28068,28148,NA
OK,78626,8460,"Guadarrama, 28440, Madrid, Spain","Torrejón de la Calzada, Madrid, Spain",transit,NA,1530000000,28068,28149,NA
OK,24828,2221,"Guadarrama, 28440, Madrid, Spain","28250 Torrelodones, Madrid, Spain",transit,NA,1530000000,28068,28152,NA
