status,distance,duration,duration_in_traffic,origin,destination,mode,traffic,departure_time
OK,36056,1733,1562,"19200 Azuqueca de Henares, Guadalajara, Spain","Coslada, Madrid, Spain",driving,optimistic,1530000000
OK,80453,3368,3110,"19200 Azuqueca de Henares, Guadalajara, Spain","28978 Cubas de la Sagra, Madrid, Spain",driving,optimistic,1530000000
OK,71878,3481,3302,"19200 Azuqueca de Henares, Guadalajara, Spain","28370 Chinchón, Madrid, Spain",driving,optimistic,1530000000
OK,25145,1363,1275,"19200 Azuqueca de Henares, Guadalajara, Spain","28814 Daganzo de Arriba, Madrid, Spain",driving,optimistic,1530000000
OK,31189,1559,1470,"19200 Azuqueca de Henares, Guadalajara, Spain","28815 Fresno de Torote, Madrid, Spain",driving,optimistic,1530000000
OK,69344,2851,2566,"19200 Azuqueca de Henares, Guadalajara, Spain","Fuenlabrada, Madrid, Spain",driving,optimistic,1530000000
OK,39754,1900,1784,"19200 Azuqueca de Henares, Guadalajara, Spain","28140 Fuente el Saz de Jarama, Madrid, Spain",driving,optimistic,1530000000
OK,78538,3291,3073,"19200 Azuqueca de Henares, Guadalajara, Spain","28597 Fuentidueña de Tajo, Madrid, Spain",driving,optimistic,1530000000
OK,82378,3826,3625,"19200 Azuqueca de Henares, Guadalajara, Spain","Galapagar, Madrid, Spain",driving,optimistic,1530000000
OK,59292,2717,2454,"19200 Azuqueca de Henares, Guadalajara, Spain","Getafe, Madrid, Spain",driving,optimistic,1530000000
OK,78066,3263,3027,"19200 Azuqueca de Henares, Guadalajara, Spain","28971 Griñón, Madrid, Spain",driving,optimistic,1530000000
OK,73234,3021,2884,"19200 Azuqueca de Henares, Guadalajara, Spain","28794 Guadalix de la Sierra, Madrid, Spain",driving,optimistic,1530000000
OK,94834,4022,3813,"19200 Azuqueca de Henares, Guadalajara, Spain","Guadarrama, 28440, Madrid, Spain",driving,optimistic,1530000000
OK,72472,3089,2838,"19200 Azuqueca de Henares, Guadalajara, Spain","Humanes de Madrid, Madrid, Spain",driving,optimistic,1530000000
OK,64707,2762,2540,"19200 Azuqueca de Henares, Guadalajara, Spain","Leganés, Madrid, Spain",driving,optimistic,1530000000
OK,31596,1620,1510,"19200 Azuqueca de Henares, Guadalajara, Spain","28890 Loeches, Madrid, Spain",driving,optimistic,1530000000
OK,49139,2723,2438,"19200 Azuqueca de Henares, Guadalajara, Spain","Madrid, Spain",driving,optimistic,1530000000
OK,49174,2740,2449,"19200 Azuqueca de Henares, Guadalajara, Spain","Centro, Madrid, Spain",driving,optimistic,1530000000
OK,51125,2345,2102,"19200 Azuqueca de Henares, Guadalajara, Spain","Arganzuela, Madrid, Spain",driving,optimistic,1530000000
OK,46166,2269,2028,"19200 Azuqueca de Henares, Guadalajara, Spain","Retiro, Madrid, Spain",driving,optimistic,1530000000
OK,44149,2348,2186,"19200 Azuqueca de Henares, Guadalajara, Spain","Salamanca, Madrid, Spain",driving,optimistic,1530000000
OK,182013,6928,6604,"19200 Azuqueca de Henares, Guadalajara, Spain","05141 Chamartín, Ávila, Spain",driving,optimistic,1530000000
OK,50047,2535,2231,"19200 Azuqueca de Henares, Guadalajara, Spain","Tetuán, Madrid, Spain",driving,optimistic,1530000000
OK,45685,2498,2263,"19200 Azuqueca de Henares, Guadalajara, Spain","Chamberí, Madrid, Spain",driving,optimistic,1530000000
OK,59833,2830,2682,"19200 Azuqueca de Henares, Guadalajara, Spain","Fuencarral-El Pardo, 28048 Madrid, Spain",driving,optimistic,1530000000
OK,60679,2525,2400,"19200 Azuqueca de Henares, Guadalajara, Spain","Moncloa - Aravaca, Madrid, Spain",driving,optimistic,1530000000
OK,54357,2826,2498,"19200 Azuqueca de Henares, Guadalajara, Spain","Latina, Madrid, Spain",driving,optimistic,1530000000
OK,54992,2650,2326,"19200 Azuqueca de Henares, Guadalajara, Spain","Carabanchel, Madrid, Spain",driving,optimistic,1530000000
OK,52902,2541,2271,"19200 Azuqueca de Henares, Guadalajara, Spain","Usera, Madrid, Spain",driving,optimistic,1530000000
OK,48151,2318,2091,"19200 Azuqueca de Henares, Guadalajara, Spain","Puente de Vallecas, Madrid, Spain",driving,optimistic,1530000000
OK,44692,2075,1857,"19200 Azuqueca de Henares, Guadalajara, Spain","Moratalaz, 28030 Madrid, Spain",driving,optimistic,1530000000
OK,40212,1887,1696,"19200 Azuqueca de Henares, Guadalajara, Spain","Ciudad Lineal, Madrid, Spain",driving,optimistic,1530000000
OK,40136,1914,1701,"19200 Azuqueca de Henares, Guadalajara, Spain","Hortaleza, Madrid, Spain",driving,optimistic,1530000000
OK,53644,2540,2320,"19200 Azuqueca de Henares, Guadalajara, Spain","Villaverde, Madrid, Spain",driving,optimistic,1530000000
OK,45081,1763,1620,"19200 Azuqueca de Henares, Guadalajara, Spain","Villa de Vallecas, Madrid, Spain",driving,optimistic,1530000000
OK,44407,2185,2045,"19200 Azuqueca de Henares, Guadalajara, Spain","Vicálvaro, Madrid, Spain",driving,optimistic,1530000000
OK,39390,1978,1737,"19200 Azuqueca de Henares, Guadalajara, Spain","San Blas, Madrid, Spain",driving,optimistic,1530000000
OK,37706,1854,1708,"19200 Azuqueca de Henares, Guadalajara, Spain","Barajas, 28042 Madrid, Spain",driving,optimistic,1530000000
OK,66715,2850,2696,"19200 Azuqueca de Henares, Guadalajara, Spain","Majadahonda, Madrid, Spain",driving,optimistic,1530000000
OK,5750,435,410,"19200 Azuqueca de Henares, Guadalajara, Spain","28880 Meco, Madrid, Spain",driving,optimistic,1530000000
OK,30665,1616,1549,"19200 Azuqueca de Henares, Guadalajara, Spain","Mejorada del Campo, Madrid, Spain",driving,optimistic,1530000000
OK,76753,3066,2835,"19200 Azuqueca de Henares, Guadalajara, Spain","28950 Moraleja de Enmedio, Madrid, Spain",driving,optimistic,1530000000
OK,86397,3732,3563,"19200 Azuqueca de Henares, Guadalajara, Spain","Moralzarzal, Madrid, Spain",driving,optimistic,1530000000
OK,68947,3124,2841,"19200 Azuqueca de Henares, Guadalajara, Spain","Móstoles, Madrid, Spain",driving,optimistic,1530000000
OK,96123,4121,3920,"19200 Azuqueca de Henares, Guadalajara, Spain","28212 Navalagamella, Madrid, Spain",driving,optimistic,1530000000
OK,80476,3345,3098,"19200 Azuqueca de Henares, Guadalajara, Spain","Navalcarnero, 28600, Madrid, Spain",driving,optimistic,1530000000
OK,42199,2183,2061,"19200 Azuqueca de Henares, Guadalajara, Spain","28514 Nuevo Baztán, Madrid, Spain",driving,optimistic,1530000000
OK,38220,1738,1596,"19200 Azuqueca de Henares, Guadalajara, Spain","Paracuellos de Jarama, Madrid, Spain",driving,optimistic,1530000000
OK,68754,2858,2619,"19200 Azuqueca de Henares, Guadalajara, Spain","Parla, Madrid, Spain",driving,optimistic,1530000000
OK,63581,2523,2318,"19200 Azuqueca de Henares, Guadalajara, Spain","28320 Pinto, Madrid, Spain",driving,optimistic,1530000000
OK,61328,2616,2472,"19200 Azuqueca de Henares, Guadalajara, Spain","Pozuelo de Alarcón, Madrid, Spain",driving,optimistic,1530000000
OK,47341,2160,1962,"19200 Azuqueca de Henares, Guadalajara, Spain","Rivas-Vaciamadrid, Madrid, Spain",driving,optimistic,1530000000
OK,66036,2769,2629,"19200 Azuqueca de Henares, Guadalajara, Spain","Las Rozas, Madrid, Spain",driving,optimistic,1530000000
OK,49455,2181,2066,"19200 Azuqueca de Henares, Guadalajara, Spain","28750 San Agustín del Guadalix, Madrid, Spain",driving,optimistic,1530000000
OK,34383,1523,1389,"19200 Azuqueca de Henares, Guadalajara, Spain","San Fernando de Henares, 28830, Madrid, Spain",driving,optimistic,1530000000
OK,64870,2919,2757,"19200 Azuqueca de Henares, Guadalajara, Spain","28330 San Martín de la Vega, Madrid, Spain",driving,optimistic,1530000000
OK,39688,1941,1846,"19200 Azuqueca de Henares, Guadalajara, Spain","San Sebastián de los Reyes, Madrid, Spain",driving,optimistic,1530000000
OK,11466,766,717,"19200 Azuqueca de Henares, Guadalajara, Spain","28817 Los Santos de la Humosa, Madrid, Spain",driving,optimistic,1530000000
OK,93792,3507,3301,"19200 Azuqueca de Henares, Guadalajara, Spain","28737 La Serna del Monte, Madrid, Spain",driving,optimistic,1530000000
OK,35766,2302,2246,"19200 Azuqueca de Henares, Guadalajara, Spain","28160 Talamanca de Jarama, Madrid, Spain",driving,optimistic,1530000000
OK,50067,2688,2535,"19200 Azuqueca de Henares, Guadalajara, Spain","28550 Tielmes, Madrid, Spain",driving,optimistic,1530000000
OK,24884,1485,1322,"19200 Azuqueca de Henares, Guadalajara, Spain","Torrejón de Ardoz, Madrid, Spain",driving,optimistic,1530000000
OK,29232,1505,1420,"19200 Azuqueca de Henares, Guadalajara, Spain","28813 Torres de la Alameda, Madrid, Spain",driving,optimistic,1530000000
OK,16716,1494,1464,"19200 Azuqueca de Henares, Guadalajara, Spain","Valdeavero, Madrid, Spain",driving,optimistic,1530000000
OK,66704,2613,2400,"19200 Azuqueca de Henares, Guadalajara, Spain","Valdemoro, Madrid, Spain",driving,optimistic,1530000000
OK,32170,2036,1974,"19200 Azuqueca de Henares, Guadalajara, Spain","28130 Valdeolmos-Alalpardo, Madrid, Spain",driving,optimistic,1530000000
OK,43965,2354,2205,"19200 Azuqueca de Henares, Guadalajara, Spain","28511 Valdilecha, Madrid, Spain",driving,optimistic,1530000000
OK,34336,1828,1679,"19200 Azuqueca de Henares, Guadalajara, Spain","Velilla de San Antonio, Madrid, Spain",driving,optimistic,1530000000
OK,65855,2630,2474,"19200 Azuqueca de Henares, Guadalajara, Spain","28729 Venturada, Madrid, Spain",driving,optimistic,1530000000
OK,28726,1659,1524,"19200 Azuqueca de Henares, Guadalajara, Spain","28810 Villalbilla, Madrid, Spain",driving,optimistic,1530000000
OK,78973,3616,3446,"19200 Azuqueca de Henares, Guadalajara, Spain","Villanueva del Pardillo, 28229, Madrid, Spain",driving,optimistic,1530000000
OK,73704,3125,2889,"19200 Azuqueca de Henares, Guadalajara, Spain","Villaviciosa de Odón, Madrid, Spain",driving,optimistic,1530000000
OK,56070,2434,2312,"19200 Azuqueca de Henares, Guadalajara, Spain","28760 Tres Cantos, Madrid, Spain",driving,optimistic,1530000000
OK,33536,1618,1539,"19171 Cabanillas del Campo, Guadalajara, Spain","28864 Ajalvir, Madrid, Spain",driving,optimistic,1530000000
