status,distance.value,duration.value,duration_in_traffic.value,origin,origin_ine_code,dest_ine_code,destination
OK,45785,2699,2736,"Colmenarejo, Madrid, Spain",28044,28004,"28607 El Álamo, Madrid, Spain"
OK,73364,3776,3862,"Colmenarejo, Madrid, Spain",28044,28005,"Alcala de Henares, Madrid, Spain"
OK,43709,2225,2263,"Colmenarejo, Madrid, Spain",28044,28006,"Alcobendas, Madrid, Spain"
OK,38201,2103,2127,"Colmenarejo, Madrid, Spain",28044,28007,"Alcorcón, Madrid, Spain"
OK,39889,2544,2554,"Colmenarejo, Madrid, Spain",28044,28008,"28620 Aldea del Fresno, Madrid, Spain"
OK,58825,2927,2981,"Colmenarejo, Madrid, Spain",28044,28009,"28110 Algete, Madrid, Spain"
OK,13994,1265,1290,"Colmenarejo, Madrid, Spain",28044,28010,"Alpedrete, Madrid, Spain"
OK,82026,3777,3832,"Colmenarejo, Madrid, Spain",28044,28013,"28300 Aranjuez, Madrid, Spain"
OK,67052,3341,3409,"Colmenarejo, Madrid, Spain",28044,28014,"Arganda del Rey, 28500, Madrid, Spain"
OK,40866,1991,2006,"Colmenarejo, Madrid, Spain",28044,28022,"Boadilla del Monte, Madrid, Spain"
OK,26224,2186,2242,"Colmenarejo, Madrid, Spain",28044,28023,"28413 El Boalo, Madrid, Spain"
OK,87657,3932,4001,"Colmenarejo, Madrid, Spain",28044,28030,"28751 La Cabrera, Madrid, Spain"
OK,76829,3597,3665,"Colmenarejo, Madrid, Spain",28044,28032,"28816 Camarma de Esteruelas, Madrid, Spain"
OK,25507,2016,2083,"Colmenarejo, Madrid, Spain",28044,28038,"Cercedilla, Madrid, Spain"
OK,69089,3383,3428,"Colmenarejo, Madrid, Spain",28044,28040,"28350 Ciempozuelos, Madrid, Spain"
OK,25858,1596,1618,"Colmenarejo, Madrid, Spain",28044,28042,"28213 Colmenar del Arroyo, Madrid, Spain"
OK,99910,4473,4589,"Colmenarejo, Madrid, Spain",28044,28043,"28380 Colmenar de Oreja, Madrid, Spain"
OK,0,0,15,"Colmenarejo, Madrid, Spain",28044,28044,"Colmenarejo, Madrid, Spain"
OK,33391,2796,2897,"Colmenarejo, Madrid, Spain",28044,28045,"28770 Colmenar Viejo, Madrid, Spain"
OK,18426,1591,1622,"Colmenarejo, Madrid, Spain",28044,28046,"Collado Mediano, Madrid, Spain"
OK,10848,998,1025,"Colmenarejo, Madrid, Spain",28044,28047,"28400 Collado Villalba, Madrid, Spain"
OK,54495,2781,2833,"Colmenarejo, Madrid, Spain",28044,28049,"Coslada, Madrid, Spain"
OK,15930,1560,1576,"Colmenarejo, Madrid, Spain",28044,28054,"El Escorial, Madrid, Spain"
OK,44866,2292,2294,"Colmenarejo, Madrid, Spain",28044,28058,"Fuenlabrada, Madrid, Spain"
OK,3497,529,528,"Colmenarejo, Madrid, Spain",28044,28061,"Galapagar, Madrid, Spain"
OK,46463,2494,2493,"Colmenarejo, Madrid, Spain",28044,28065,"Getafe, Madrid, Spain"
OK,55655,2585,2607,"Colmenarejo, Madrid, Spain",28044,28066,"28971 Griñón, Madrid, Spain"
OK,16623,1374,1404,"Colmenarejo, Madrid, Spain",28044,28068,"Guadarrama, 28440, Madrid, Spain"
OK,17351,1504,1522,"Colmenarejo, Madrid, Spain",28044,28072,"28240 Hoyo de Manzanares, Madrid, Spain"
OK,46340,2444,2463,"Colmenarejo, Madrid, Spain",28044,28073,"Humanes de Madrid, Madrid, Spain"
OK,40564,2283,2288,"Colmenarejo, Madrid, Spain",28044,28074,"Leganés, Madrid, Spain"
OK,68864,3502,3584,"Colmenarejo, Madrid, Spain",28044,28075,"28890 Loeches, Madrid, Spain"
OK,35890,2422,2563,"Colmenarejo, Madrid, Spain",28044,28079,"Madrid, Spain"
OK,36976,2365,2516,"Colmenarejo, Madrid, Spain",28044,28079-01,"Centro, Madrid, Spain"
OK,38660,2174,2195,"Colmenarejo, Madrid, Spain",28044,28079-02,"Arganzuela, Madrid, Spain"
OK,46237,2711,2767,"Colmenarejo, Madrid, Spain",28044,28079-03,"Retiro, Madrid, Spain"
OK,37331,2551,2919,"Colmenarejo, Madrid, Spain",28044,28079-04,"Salamanca, Madrid, Spain"
OK,105541,4524,4575,"Colmenarejo, Madrid, Spain",28044,28079-05,"05141 Chamartín, Ávila, Spain"
OK,36451,2440,2643,"Colmenarejo, Madrid, Spain",28044,28079-06,"Tetuán, Madrid, Spain"
OK,34013,1977,2161,"Colmenarejo, Madrid, Spain",28044,28079-07,"Chamberí, Madrid, Spain"
OK,40241,2291,2401,"Colmenarejo, Madrid, Spain",28044,28079-08,"Fuencarral-El Pardo, 28048 Madrid, Spain"
OK,29948,1620,1656,"Colmenarejo, Madrid, Spain",28044,28079-09,"Moncloa - Aravaca, Madrid, Spain"
OK,38972,2364,2391,"Colmenarejo, Madrid, Spain",28044,28079-10,"Latina, Madrid, Spain"
OK,36726,2366,2376,"Colmenarejo, Madrid, Spain",28044,28079-11,"Carabanchel, Madrid, Spain"
OK,40551,2504,2532,"Colmenarejo, Madrid, Spain",28044,28079-12,"Usera, Madrid, Spain"
OK,43081,2499,2521,"Colmenarejo, Madrid, Spain",28044,28079-13,"Puente de Vallecas, Madrid, Spain"
OK,45468,2615,2672,"Colmenarejo, Madrid, Spain",28044,28079-14,"Moratalaz, 28030 Madrid, Spain"
OK,39563,2492,2806,"Colmenarejo, Madrid, Spain",28044,28079-15,"Ciudad Lineal, Madrid, Spain"
OK,46858,2390,2435,"Colmenarejo, Madrid, Spain",28044,28079-16,"Hortaleza, Madrid, Spain"
OK,47326,2594,2602,"Colmenarejo, Madrid, Spain",28044,28079-17,"Villaverde, Madrid, Spain"
OK,55088,2443,2444,"Colmenarejo, Madrid, Spain",28044,28079-18,"Villa de Vallecas, Madrid, Spain"
OK,59716,3077,3079,"Colmenarejo, Madrid, Spain",28044,28079-19,"Vicálvaro, Madrid, Spain"
OK,54187,2846,2886,"Colmenarejo, Madrid, Spain",28044,28079-20,"San Blas, Madrid, Spain"
OK,50834,2624,2667,"Colmenarejo, Madrid, Spain",28044,28079-21,"Barajas, 28042 Madrid, Spain"
OK,20021,1342,1344,"Colmenarejo, Madrid, Spain",28044,28080,"Majadahonda, Madrid, Spain"
OK,62058,3328,3396,"Colmenarejo, Madrid, Spain",28044,28084,"Mejorada del Campo, Madrid, Spain"
OK,21145,1594,1644,"Colmenarejo, Madrid, Spain",28044,28087,"Los Molinos, Madrid, Spain"
OK,17591,1530,1555,"Colmenarejo, Madrid, Spain",28044,28090,"Moralzarzal, Madrid, Spain"
OK,38985,2179,2192,"Colmenarejo, Madrid, Spain",28044,28092,"Móstoles, Madrid, Spain"
OK,31406,2518,2557,"Colmenarejo, Madrid, Spain",28044,28093,"Calle Dos Castillas, 3, 28470 Cercedilla, Madrid, Spain"
OK,50879,3592,3737,"Colmenarejo, Madrid, Spain",28044,28094,"28729 Navalafuente, Madrid, Spain"
OK,37511,2200,2229,"Colmenarejo, Madrid, Spain",28044,28096,"Navalcarnero, 28600, Madrid, Spain"
OK,33902,2149,2170,"Colmenarejo, Madrid, Spain",28044,28099,"28695 Navas del Rey, Madrid, Spain"
OK,60906,2936,3014,"Colmenarejo, Madrid, Spain",28044,28104,"Paracuellos de Jarama, Madrid, Spain"
OK,52972,2613,2631,"Colmenarejo, Madrid, Spain",28044,28106,"Parla, Madrid, Spain"
OK,53954,2598,2643,"Colmenarejo, Madrid, Spain",28044,28113,"28320 Pinto, Madrid, Spain"
OK,27774,1669,1701,"Colmenarejo, Madrid, Spain",28044,28115,"Pozuelo de Alarcón, Madrid, Spain"
OK,59321,3120,3188,"Colmenarejo, Madrid, Spain",28044,28123,"Rivas-Vaciamadrid, Madrid, Spain"
OK,17855,1228,1227,"Colmenarejo, Madrid, Spain",28044,28127,"Las Rozas, Madrid, Spain"
OK,61181,2876,2925,"Colmenarejo, Madrid, Spain",28044,28130,"San Fernando de Henares, 28830, Madrid, Spain"
OK,17037,1346,1374,"Colmenarejo, Madrid, Spain",28044,28131,"San Lorenzo de El Escorial, Madrid, Spain"
OK,50765,2708,2750,"Colmenarejo, Madrid, Spain",28044,28134,"San Sebastián de los Reyes, Madrid, Spain"
OK,32052,2172,2204,"Colmenarejo, Madrid, Spain",28044,28135,"28296 Santa María de la Alameda, Madrid, Spain"
OK,30649,1841,1873,"Colmenarejo, Madrid, Spain",28044,28141,"28609 Sevilla la Nueva, Madrid, Spain"
OK,37506,2761,2909,"Colmenarejo, Madrid, Spain",28044,28144,"28791 Soto del Real, Madrid, Spain"
OK,62740,3197,3254,"Colmenarejo, Madrid, Spain",28044,28148,"Torrejón de Ardoz, Madrid, Spain"
OK,57605,2648,2671,"Colmenarejo, Madrid, Spain",28044,28149,"Torrejón de la Calzada, Madrid, Spain"
OK,10405,1037,1048,"Colmenarejo, Madrid, Spain",28044,28152,"28250 Torrelodones, Madrid, Spain"
OK,91259,4151,4242,"Colmenarejo, Madrid, Spain",28044,28153,"28189 Torremocha de Jarama, Madrid, Spain"
OK,36276,2429,2440,"Colmenarejo, Madrid, Spain",28044,28159,"28295 Valdemaqueda, Madrid, Spain"
OK,9662,712,732,"Colmenarejo, Madrid, Spain",28044,28160,"28210 Valdemorillo, Madrid, Spain"
OK,17571,1108,1120,"Colmenarejo, Madrid, Spain",28044,28176,"28691 Villanueva de la Cañada, Madrid, Spain"
OK,21069,1502,1509,"Colmenarejo, Madrid, Spain",28044,28177,"Villanueva del Pardillo, 28229, Madrid, Spain"
OK,33195,1866,1891,"Colmenarejo, Madrid, Spain",28044,28181,"Villaviciosa de Odón, Madrid, Spain"
OK,22203,1511,1574,"Colmenarejo, Madrid, Spain",28044,28183,"28293 Zarzalejo, Madrid, Spain"
OK,47433,2436,2492,"Colmenarejo, Madrid, Spain",28044,28903,"28760 Tres Cantos, Madrid, Spain"
OK,44714,2135,2183,"28770 Colmenar Viejo, Madrid, Spain",28045,28002,"28864 Ajalvir, Madrid, Spain"
OK,73153,3235,3270,"28770 Colmenar Viejo, Madrid, Spain",28045,28004,"28607 El Álamo, Madrid, Spain"
OK,56218,2946,2993,"28770 Colmenar Viejo, Madrid, Spain",28045,28005,"Alcala de Henares, Madrid, Spain"
OK,26559,1393,1398,"28770 Colmenar Viejo, Madrid, Spain",28045,28006,"Alcobendas, Madrid, Spain"
OK,49339,2362,2395,"28770 Colmenar Viejo, Madrid, Spain",28045,28007,"Alcorcón, Madrid, Spain"
OK,34370,2072,2077,"28770 Colmenar Viejo, Madrid, Spain",28045,28009,"28110 Algete, Madrid, Spain"
OK,30192,2091,2139,"28770 Colmenar Viejo, Madrid, Spain",28045,28010,"Alpedrete, Madrid, Spain"
OK,81923,3835,3876,"28770 Colmenar Viejo, Madrid, Spain",28045,28013,"28300 Aranjuez, Madrid, Spain"
OK,60624,2758,2780,"28770 Colmenar Viejo, Madrid, Spain",28045,28014,"Arganda del Rey, 28500, Madrid, Spain"
OK,64557,2848,2871,"28770 Colmenar Viejo, Madrid, Spain",28045,28015,"28939 Arroyomolinos, Madrid, Spain"
OK,23017,1457,1510,"28770 Colmenar Viejo, Madrid, Spain",28045,28018,"Becerril de la Sierra, Madrid, Spain"
OK,59035,2509,2527,"28770 Colmenar Viejo, Madrid, Spain",28045,28022,"Boadilla del Monte, Madrid, Spain"
OK,20923,1332,1370,"28770 Colmenar Viejo, Madrid, Spain",28045,28023,"28413 El Boalo, Madrid, Spain"
OK,60440,2916,2991,"28770 Colmenar Viejo, Madrid, Spain",28045,28024,"28737 Braojos, Madrid, Spain"
OK,52623,2520,2601,"28770 Colmenar Viejo, Madrid, Spain",28045,28027,"28730 Buitrago del Lozoya, Madrid, Spain"
OK,27949,2249,2431,"28770 Colmenar Viejo, Madrid, Spain",28045,28028,"Bustarviejo, 28720, Madrid, Spain"
OK,30045,1865,1925,"28770 Colmenar Viejo, Madrid, Spain",28045,28029,"28721 Cabanillas de la Sierra, Madrid, Spain"
OK,37792,2239,2313,"28770 Colmenar Viejo, Madrid, Spain",28045,28030,"28751 La Cabrera, Madrid, Spain"
OK,59683,2766,2800,"28770 Colmenar Viejo, Madrid, Spain",28045,28032,"28816 Camarma de Esteruelas, Madrid, Spain"
OK,38736,2892,3175,"28770 Colmenar Viejo, Madrid, Spain",28045,28034,"28743 Canencia, Madrid, Spain"
OK,67868,3221,3239,"28770 Colmenar Viejo, Madrid, Spain",28045,28036,"Casarrubuelos, 28977, Madrid, Spain"
OK,30751,1917,1990,"28770 Colmenar Viejo, Madrid, Spain",28045,28038,"Cercedilla, Madrid, Spain"
OK,68985,3441,3474,"28770 Colmenar Viejo, Madrid, Spain",28045,28040,"28350 Ciempozuelos, Madrid, Spain"
OK,35752,2209,2229,"28770 Colmenar Viejo, Madrid, Spain",28045,28041,"28863 Cobeña, Madrid, Spain"
OK,82546,3403,3487,"28770 Colmenar Viejo, Madrid, Spain",28045,28042,"28213 Colmenar del Arroyo, Madrid, Spain"
OK,89627,3873,3974,"28770 Colmenar Viejo, Madrid, Spain",28045,28043,"28380 Colmenar de Oreja, Madrid, Spain"
OK,30504,2837,2844,"28770 Colmenar Viejo, Madrid, Spain",28045,28044,"Colmenarejo, Madrid, Spain"
OK,0,0,0,"28770 Colmenar Viejo, Madrid, Spain",28045,28045,"28770 Colmenar Viejo, Madrid, Spain"
OK,25888,1673,1726,"28770 Colmenar Viejo, Madrid, Spain",28045,28046,"Collado Mediano, Madrid, Spain"
OK,27829,1895,1943,"28770 Colmenar Viejo, Madrid, Spain",28045,28047,"28400 Collado Villalba, Madrid, Spain"
OK,37349,1950,1964,"28770 Colmenar Viejo, Madrid, Spain",28045,28049,"Coslada, Madrid, Spain"
OK,75987,3392,3435,"28770 Colmenar Viejo, Madrid, Spain",28045,28050,"28978 Cubas de la Sagra, Madrid, Spain"
OK,88768,4005,4120,"28770 Colmenar Viejo, Madrid, Spain",28045,28052,"28370 Chinchón, Madrid, Spain"
OK,41049,2414,2431,"28770 Colmenar Viejo, Madrid, Spain",28045,28053,"28814 Daganzo de Arriba, Madrid, Spain"
OK,45878,3346,3394,"28770 Colmenar Viejo, Madrid, Spain",28045,28054,"El Escorial, Madrid, Spain"
OK,105285,4221,4271,"28770 Colmenar Viejo, Madrid, Spain",28045,28055,"28595 Estremera, Madrid, Spain"
OK,59629,2825,2834,"28770 Colmenar Viejo, Madrid, Spain",28045,28058,"Fuenlabrada, Madrid, Spain"
OK,40582,2248,2263,"28770 Colmenar Viejo, Madrid, Spain",28045,28059,"28140 Fuente el Saz de Jarama, Madrid, Spain"
OK,39104,2718,2782,"28770 Colmenar Viejo, Madrid, Spain",28045,28061,"Galapagar, Madrid, Spain"
OK,48758,2657,2666,"28770 Colmenar Viejo, Madrid, Spain",28045,28065,"Getafe, Madrid, Spain"
OK,72983,3137,3163,"28770 Colmenar Viejo, Madrid, Spain",28045,28066,"28971 Griñón, Madrid, Spain"
OK,21170,1407,1481,"28770 Colmenar Viejo, Madrid, Spain",28045,28067,"28794 Guadalix de la Sierra, Madrid, Spain"
OK,32118,2238,2297,"28770 Colmenar Viejo, Madrid, Spain",28045,28068,"Guadarrama, 28440, Madrid, Spain"
OK,66001,3003,3080,"28770 Colmenar Viejo, Madrid, Spain",28045,28070,"28755 Horcajo de la Sierra, Madrid, Spain"
OK,16356,1463,1457,"28770 Colmenar Viejo, Madrid, Spain",28045,28072,"28240 Hoyo de Manzanares, Madrid, Spain"
OK,63280,2963,2989,"28770 Colmenar Viejo, Madrid, Spain",28045,28073,"Humanes de Madrid, Madrid, Spain"
OK,51598,2523,2548,"28770 Colmenar Viejo, Madrid, Spain",28045,28074,"Leganés, Madrid, Spain"
OK,58653,2759,2788,"28770 Colmenar Viejo, Madrid, Spain",28045,28075,"28890 Loeches, Madrid, Spain"
OK,37259,2289,2402,"28770 Colmenar Viejo, Madrid, Spain",28045,28079,"Madrid, Spain"
OK,36779,2184,2304,"28770 Colmenar Viejo, Madrid, Spain",28045,28079-01,"Centro, Madrid, Spain"
OK,38462,1993,1988,"28770 Colmenar Viejo, Madrid, Spain",28045,28079-02,"Arganzuela, Madrid, Spain"
OK,36192,2060,2068,"28770 Colmenar Viejo, Madrid, Spain",28045,28079-03,"Retiro, Madrid, Spain"
OK,31997,2223,2307,"28770 Colmenar Viejo, Madrid, Spain",28045,28079-04,"Salamanca, Madrid, Spain"
OK,123625,5451,5535,"28770 Colmenar Viejo, Madrid, Spain",28045,28079-05,"05141 Chamartín, Ávila, Spain"
OK,29108,1873,1891,"28770 Colmenar Viejo, Madrid, Spain",28045,28079-06,"Tetuán, Madrid, Spain"
OK,34003,1827,1983,"28770 Colmenar Viejo, Madrid, Spain",28045,28079-07,"Chamberí, Madrid, Spain"
OK,33108,1949,2003,"28770 Colmenar Viejo, Madrid, Spain",28045,28079-08,"Fuencarral-El Pardo, 28048 Madrid, Spain"
OK,33954,1643,1652,"28770 Colmenar Viejo, Madrid, Spain",28045,28079-09,"Moncloa - Aravaca, Madrid, Spain"
OK,38774,2183,2183,"28770 Colmenar Viejo, Madrid, Spain",28045,28079-10,"Latina, Madrid, Spain"
OK,42702,2442,2447,"28770 Colmenar Viejo, Madrid, Spain",28045,28079-11,"Carabanchel, Madrid, Spain"
OK,41489,2346,2377,"28770 Colmenar Viejo, Madrid, Spain",28045,28079-12,"Usera, Madrid, Spain"
OK,38173,2115,2118,"28770 Colmenar Viejo, Madrid, Spain",28045,28079-13,"Puente de Vallecas, Madrid, Spain"
OK,36761,2073,2089,"28770 Colmenar Viejo, Madrid, Spain",28045,28079-14,"Moratalaz, 28030 Madrid, Spain"
OK,33489,1894,1910,"28770 Colmenar Viejo, Madrid, Spain",28045,28079-15,"Ciudad Lineal, Madrid, Spain"
OK,29712,1560,1569,"28770 Colmenar Viejo, Madrid, Spain",28045,28079-16,"Hortaleza, Madrid, Spain"
OK,51283,2619,2643,"28770 Colmenar Viejo, Madrid, Spain",28045,28079-17,"Villaverde, Madrid, Spain"
OK,46203,2057,2086,"28770 Colmenar Viejo, Madrid, Spain",28045,28079-18,"Villa de Vallecas, Madrid, Spain"
OK,45529,2486,2513,"28770 Colmenar Viejo, Madrid, Spain",28045,28079-19,"Vicálvaro, Madrid, Spain"
OK,37041,2016,2026,"28770 Colmenar Viejo, Madrid, Spain",28045,28079-20,"San Blas, Madrid, Spain"
OK,33688,1793,1801,"28770 Colmenar Viejo, Madrid, Spain",28045,28079-21,"Barajas, 28042 Madrid, Spain"
OK,39990,1969,1987,"28770 Colmenar Viejo, Madrid, Spain",28045,28080,"Majadahonda, Madrid, Spain"
OK,16916,1173,1257,"28770 Colmenar Viejo, Madrid, Spain",28045,28082,"28410 Manzanares el Real, Madrid, Spain"
OK,61231,2641,2716,"28770 Colmenar Viejo, Madrid, Spain",28045,28083,"28880 Meco, Madrid, Spain"
OK,51847,2585,2605,"28770 Colmenar Viejo, Madrid, Spain",28045,28084,"Mejorada del Campo, Madrid, Spain"
OK,22075,1490,1639,"28770 Colmenar Viejo, Madrid, Spain",28045,28085,"28792 Miraflores de la Sierra, Madrid, Spain"
OK,25333,1735,1730,"28770 Colmenar Viejo, Madrid, Spain",28045,28086,"28710 El Molar, Madrid, Spain"
OK,33259,2030,2103,"28770 Colmenar Viejo, Madrid, Spain",28045,28087,"Los Molinos, Madrid, Spain"
OK,68574,3578,3653,"28770 Colmenar Viejo, Madrid, Spain",28045,28088,"28190 Montejo de la Sierra, Madrid, Spain"
OK,21909,1391,1428,"28770 Colmenar Viejo, Madrid, Spain",28045,28090,"Moralzarzal, Madrid, Spain"
OK,67724,3116,3156,"28770 Colmenar Viejo, Madrid, Spain",28045,28091,"28530 Morata de Tajuña, Madrid, Spain"
OK,56440,2709,2736,"28770 Colmenar Viejo, Madrid, Spain",28045,28092,"Móstoles, Madrid, Spain"
OK,34444,2268,2336,"28770 Colmenar Viejo, Madrid, Spain",28045,28093,"Calle Dos Castillas, 3, 28470 Cercedilla, Madrid, Spain"
OK,25793,1640,1696,"28770 Colmenar Viejo, Madrid, Spain",28045,28094,"28729 Navalafuente, Madrid, Spain"
OK,67970,2922,2953,"28770 Colmenar Viejo, Madrid, Spain",28045,28096,"Navalcarnero, 28600, Madrid, Spain"
OK,62258,3271,3337,"28770 Colmenar Viejo, Madrid, Spain",28045,28097,"Navarredonda y San Mamés, 28739, Madrid, Spain"
OK,43759,2106,2147,"28770 Colmenar Viejo, Madrid, Spain",28045,28104,"Paracuellos de Jarama, Madrid, Spain"
OK,58483,2959,2963,"28770 Colmenar Viejo, Madrid, Spain",28045,28106,"Parla, Madrid, Spain"
OK,27535,1841,1849,"28770 Colmenar Viejo, Madrid, Spain",28045,28108,"28723 Pedrezuela, Madrid, Spain"
OK,93450,4006,4076,"28770 Colmenar Viejo, Madrid, Spain",28045,28109,"Pelayos de la Presa, Madrid, Spain"
OK,73938,3831,3881,"28770 Colmenar Viejo, Madrid, Spain",28045,28111,"28812 Pezuela de las Torres, Madrid, Spain"
OK,68193,3433,3540,"28770 Colmenar Viejo, Madrid, Spain",28045,28112,"28749 Pinilla del Valle, Madrid, Spain"
OK,57770,2683,2684,"28770 Colmenar Viejo, Madrid, Spain",28045,28113,"28320 Pinto, Madrid, Spain"
OK,57772,2736,2810,"28770 Colmenar Viejo, Madrid, Spain",28045,28114,"28737 Piñuécar-Gandullas, Madrid, Spain"
OK,34603,1734,1744,"28770 Colmenar Viejo, Madrid, Spain",28045,28115,"Pozuelo de Alarcón, Madrid, Spain"
OK,66351,3364,3439,"28770 Colmenar Viejo, Madrid, Spain",28045,28117,"28191 Prádena del Rincón, Madrid, Spain"
OK,53183,3935,3983,"28770 Colmenar Viejo, Madrid, Spain",28045,28120,"Rascafría, Madrid, Spain"
OK,53091,2545,2573,"28770 Colmenar Viejo, Madrid, Spain",28045,28123,"Rivas-Vaciamadrid, Madrid, Spain"
OK,39311,1887,1900,"28770 Colmenar Viejo, Madrid, Spain",28045,28127,"Las Rozas, Madrid, Spain"
OK,114829,4959,5041,"28770 Colmenar Viejo, Madrid, Spain",28045,28128,"28649 Rozas de Puerto Real, Madrid, Spain"
OK,15856,1192,1185,"28770 Colmenar Viejo, Madrid, Spain",28045,28129,"28750 San Agustín del Guadalix, Madrid, Spain"
OK,44035,2046,2059,"28770 Colmenar Viejo, Madrid, Spain",28045,28130,"San Fernando de Henares, 28830, Madrid, Spain"
OK,45320,2955,3008,"28770 Colmenar Viejo, Madrid, Spain",28045,28131,"San Lorenzo de El Escorial, Madrid, Spain"
OK,67923,3234,3266,"28770 Colmenar Viejo, Madrid, Spain",28045,28132,"28330 San Martín de la Vega, Madrid, Spain"
OK,33615,1876,1881,"28770 Colmenar Viejo, Madrid, Spain",28045,28134,"San Sebastián de los Reyes, Madrid, Spain"
OK,11710,910,998,"28770 Colmenar Viejo, Madrid, Spain",28045,28144,"28791 Soto del Real, Madrid, Spain"
OK,46464,2482,2587,"28770 Colmenar Viejo, Madrid, Spain",28045,28145,"28160 Talamanca de Jarama, Madrid, Spain"
OK,45594,2366,2388,"28770 Colmenar Viejo, Madrid, Spain",28045,28148,"Torrejón de Ardoz, Madrid, Spain"
OK,63116,2995,3003,"28770 Colmenar Viejo, Madrid, Spain",28045,28149,"Torrejón de la Calzada, Madrid, Spain"
OK,37014,2100,2195,"28770 Colmenar Viejo, Madrid, Spain",28045,28151,"28180 Torrelaguna, Madrid, Spain"
OK,23221,1996,1980,"28770 Colmenar Viejo, Madrid, Spain",28045,28152,"28250 Torrelodones, Madrid, Spain"
OK,41337,2399,2501,"28770 Colmenar Viejo, Madrid, Spain",28045,28153,"28189 Torremocha de Jarama, Madrid, Spain"
OK,59338,2844,2891,"28770 Colmenar Viejo, Madrid, Spain",28045,28154,"28813 Torres de la Alameda, Madrid, Spain"
OK,37489,2470,2527,"28770 Colmenar Viejo, Madrid, Spain",28045,28158,"28729 Valdemanco, Madrid, Spain"
OK,60748,2838,2877,"28770 Colmenar Viejo, Madrid, Spain",28045,28160,"28210 Valdemorillo, Madrid, Spain"
OK,60892,2771,2776,"28770 Colmenar Viejo, Madrid, Spain",28045,28161,"Valdemoro, Madrid, Spain"
OK,41370,2606,2651,"28770 Colmenar Viejo, Madrid, Spain",28045,28162,"28130 Valdeolmos-Alalpardo, Madrid, Spain"
OK,44194,2522,2543,"28770 Colmenar Viejo, Madrid, Spain",28045,28164,"28150 Valdetorres de Jarama, Madrid, Spain"
OK,78549,3429,3502,"28770 Colmenar Viejo, Madrid, Spain",28045,28165,"28511 Valdilecha, Madrid, Spain"
OK,51255,2388,2399,"28770 Colmenar Viejo, Madrid, Spain",28045,28167,"Velilla de San Antonio, Madrid, Spain"
OK,29713,1854,1847,"28770 Colmenar Viejo, Madrid, Spain",28045,28168,"28722 El Vellón, Madrid, Spain"
OK,29452,1707,1786,"28770 Colmenar Viejo, Madrid, Spain",28045,28169,"28729 Venturada, Madrid, Spain"
OK,61740,3011,3056,"28770 Colmenar Viejo, Madrid, Spain",28045,28172,"28810 Villalbilla, Madrid, Spain"
OK,57454,2679,2710,"28770 Colmenar Viejo, Madrid, Spain",28045,28176,"28691 Villanueva de la Cañada, Madrid, Spain"
OK,52248,2717,2738,"28770 Colmenar Viejo, Madrid, Spain",28045,28177,"Villanueva del Pardillo, 28229, Madrid, Spain"
OK,51566,2356,2376,"28770 Colmenar Viejo, Madrid, Spain",28045,28181,"Villaviciosa de Odón, Madrid, Spain"
OK,58206,2825,2898,"28770 Colmenar Viejo, Madrid, Spain",28045,28182,"28739 Villavieja del Lozoya, Madrid, Spain"
OK,57946,3663,3740,"28770 Colmenar Viejo, Madrid, Spain",28045,28183,"28293 Zarzalejo, Madrid, Spain"
OK,45513,2274,2347,"28770 Colmenar Viejo, Madrid, Spain",28045,28901,"28752 Lozoyuela, Madrid, Spain"
OK,52020,2742,2815,"28770 Colmenar Viejo, Madrid, Spain",28045,28902,"Puentes Viejas, Madrid, Spain"
OK,11506,920,937,"28770 Colmenar Viejo, Madrid, Spain",28045,28903,"28760 Tres Cantos, Madrid, Spain"
OK,69069,3166,3240,"Collado Mediano, Madrid, Spain",28046,28002,"28864 Ajalvir, Madrid, Spain"
OK,80574,3977,4057,"Collado Mediano, Madrid, Spain",28046,28005,"Alcala de Henares, Madrid, Spain"
OK,50915,2424,2455,"Collado Mediano, Madrid, Spain",28046,28006,"Alcobendas, Madrid, Spain"
OK,50530,2347,2413,"Collado Mediano, Madrid, Spain",28046,28007,"Alcorcón, Madrid, Spain"
OK,66031,3126,3174,"Collado Mediano, Madrid, Spain",28046,28009,"28110 Algete, Madrid, Spain"
OK,8839,771,791,"Collado Mediano, Madrid, Spain",28046,28010,"Alpedrete, Madrid, Spain"
OK,77717,3521,3602,"Collado Mediano, Madrid, Spain",28046,28014,"Arganda del Rey, 28500, Madrid, Spain"
OK,59437,2586,2640,"Collado Mediano, Madrid, Spain",28046,28015,"28939 Arroyomolinos, Madrid, Spain"
OK,3738,343,377,"Collado Mediano, Madrid, Spain",28046,28018,"Becerril de la Sierra, Madrid, Spain"
OK,53195,2235,2292,"Collado Mediano, Madrid, Spain",28046,28022,"Boadilla del Monte, Madrid, Spain"
OK,12916,966,1004,"Collado Mediano, Madrid, Spain",28046,28023,"28413 El Boalo, Madrid, Spain"
OK,41914,2631,2732,"Collado Mediano, Madrid, Spain",28046,28029,"28721 Cabanillas de la Sierra, Madrid, Spain"
OK,84038,3798,3860,"Collado Mediano, Madrid, Spain",28046,28032,"28816 Camarma de Esteruelas, Madrid, Spain"
OK,85718,3911,4005,"Collado Mediano, Madrid, Spain",28046,28033,"28510 Campo Real, Madrid, Spain"
OK,11633,914,950,"Collado Mediano, Madrid, Spain",28046,28038,"Cercedilla, Madrid, Spain"
